EntrezID	Symbol	Description	Location	Type	EnsemblID	log2 | Resting Teff RPKM	log2 | Activated Teff RPKM	log2 | Resting Treg RPKM	log2 | Activated Treg RPKM	LR rest | CD25 vs CD4	LR act | CD25 vs CD4	LR CD4 | act vs rest	LR CD25 | act vs rest
29968	PSAT1	phosphoserine aminotransferase 1	Cytoplasm	enzyme	ENSG00000135069	0	6.965220634	1.780331851	8.566914802	1.780331851	1.601694168	6.965220634	6.78658295
3627	CXCL10	chemokine (C-X-C motif) ligand 10	Extracellular Space	cytokine	ENSG00000169245	0	6.400900523	0	5.160962772	0	-1.239937752	6.400900523	5.160962772
6319	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	Cytoplasm	enzyme	ENSG00000099194	0	5.08121665	0	6.327622936	0	1.246406287	5.08121665	6.327622936
1154	CISH	cytokine inducible SH2-containing protein	Cytoplasm	other	ENSG00000114737	0.634343433	5.98948541	0.527360944	6.20657077	-0.106982488	0.217085361	5.355141977	5.679209826
1718	DHCR24	24-dehydrocholesterol reductase	Cytoplasm	enzyme	ENSG00000116133	0	5.145789413	0	5.598009649	0	0.452220237	5.145789413	5.598009649
10100	TSPAN2	tetraspanin 2	unknown	other	ENSG00000134198	5.0378637	0	5.682060665	0	0.644196965	0	-5.0378637	-5.682060665
1397	CRIP2	cysteine-rich protein 2	Plasma Membrane	other	ENSG00000182809	5.784820672	0.134886333	5.043610695	0	-0.741209977	-0.134886333	-5.649934339	-5.043610695
1960	EGR3	early growth response 3	Nucleus	transcription regulator	ENSG00000179388	0	4.700180338	0	5.854918716	0	1.154738378	4.700180338	5.854918716
1396	CRIP1	cysteine-rich protein 1 (intestinal)	Cytoplasm	other	ENSG00000213145	6.286619457	1.971151693	5.863838045	0	-0.422781412	-1.971151693	-4.315467765	-5.863838045
9619	ABCG1	ATP-binding cassette, sub-family G (WHITE), member 1	Plasma Membrane	transporter	ENSG00000160179	5.31445533	0	4.724944287	0	-0.589511043	0	-5.31445533	-4.724944287
91663	MYADM	myeloid-associated differentiation marker	Nucleus	other	ENSG00000179820	7.627723754	2.321254868	6.586927944	2.012847692	-1.04079581	-0.308407176	-5.306468886	-4.574080252
1959	EGR2	early growth response 2	Nucleus	transcription regulator	ENSG00000122877	0.155899846	4.471749791	0.668572576	6.151837557	0.51267273	1.680087766	4.315849946	5.483264981
6772	STAT1	signal transducer and activator of transcription 1, 91kDa	Nucleus	transcription regulator	ENSG00000115415	4.955509981	10.25793253	5.342826823	9.776001471	0.387316842	-0.481931057	5.302422546	4.433174648
2633	GBP1 (includes EG:2633)	guanylate binding protein 1, interferon-inducible, 67kDa	Cytoplasm	enzyme	ENSG00000117228	3.872394127	9.259472517	4.529120769	8.805836609	0.656726642	-0.453635908	5.38707839	4.276715839
11076	TPPP	tubulin polymerization promoting protein	Cytoplasm	other	ENSG00000171368	4.888725968	0	4.156862057	0	-0.731863911	0	-4.888725968	-4.156862057
3458	IFNG	interferon, gamma	Extracellular Space	cytokine	ENSG00000111537	0	4.469917012	0	4.470656542	0	0.000739531	4.469917012	4.470656542
3662	IRF4	interferon regulatory factor 4	Nucleus	transcription regulator	ENSG00000137265	3.939405522	7.820346823	3.549260426	8.326279295	-0.390145096	0.505932472	3.880941301	4.777018869
54923	LIME1	Lck interacting transmembrane adaptor 1	Extracellular Space	other	ENSG00000203896	5.190558767	1.29409691	4.559223084	0	-0.631335684	-1.29409691	-3.896461857	-4.559223084
7453	WARS	tryptophanyl-tRNA synthetase	Cytoplasm	enzyme	ENSG00000140105	4.201878862	7.620407585	4.264326538	9.233253907	0.062447677	1.612846322	3.418528723	4.968927368
10608	MXD4	MAX dimerization protein 4	Nucleus	transcription regulator	ENSG00000123933	5.292987978	1.73179076	4.795217896	0	-0.497770082	-1.73179076	-3.561197218	-4.795217896
4283	CXCL9	chemokine (C-X-C motif) ligand 9	Extracellular Space	cytokine	ENSG00000138755	0	4.531487036	0	3.655889035	0	-0.875598001	4.531487036	3.655889035
57326	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	Nucleus	transcription regulator	ENSG00000163346	7.417324999	4.544837087	7.354819265	2.140923601	-0.062505734	-2.403913487	-2.872487912	-5.213895664
51440	HPCAL4	hippocalcin like 4	unknown	other	ENSG00000116983	6.277807974	3.131045678	5.951252724	1.093604156	-0.32655525	-2.037441521	-3.146762296	-4.857648568
50616	IL22	interleukin 22	Extracellular Space	cytokine	ENSG00000127318	0	3.406202294	0	4.439961508	0	1.033759214	3.406202294	4.439961508
5990	RFX2	regulatory factor X, 2 (influences HLA class II expression)	Nucleus	transcription regulator	ENSG00000087903	4.167676797	0	3.648149659	0	-0.519527138	0	-4.167676797	-3.648149659
976	CD97	CD97 molecule	Plasma Membrane	G-protein coupled receptor	ENSG00000123146	8.463279748	4.632088724	7.678276071	3.757680107	-0.785003677	-0.874408617	-3.831191024	-3.920595964
10235	RASGRP2	RAS guanyl releasing protein 2 (calcium and DAG-regulated)	Cytoplasm	other	ENSG00000068831	5.691066616	2.986756182	5.036734396	0	-0.65433222	-2.986756182	-2.704310434	-5.036734396
115362	GBP5	guanylate binding protein 5	Plasma Membrane	enzyme	ENSG00000154451	4.698831346	9.39885712	5.873706671	8.848948861	1.174875324	-0.549908259	4.700025774	2.975242191
1831	TSC22D3	TSC22 domain family, member 3	Nucleus	transcription regulator	ENSG00000157514	8.709337133	4.802228072	8.20118932	4.433248376	-0.508147813	-0.368979697	-3.907109061	-3.767940944
