ID	Symbol	EntrezGeneName	Location
208288_at	ABCB11	ATP-bindingcassette,sub-familyB(MDR/TAP),member11	ExtracellularSpace
200793_s_at	ACO2	aconitase2,mitochondrial	Cytoplasm
206840_at	AFM	afamin	ExtracellularSpace
202834_at	AGT	angiotensinogen(serpinpeptidaseinhibitor,cladeA,member8)	ExtracellularSpace
210517_s_at	AKAP12	Akinase(PRKA)anchorprotein12	Cytoplasm
203910_at	ARHGAP29	RhoGTPaseactivatingprotein29	Cytoplasm
211716_x_at	ARHGDIA	RhoGDPdissociationinhibitor(GDI)alpha	Cytoplasm
214498_at	ASIP	agoutisignalingprotein,nonagoutihomolog(mouse)	ExtracellularSpace
206030_at	ASPA	aspartoacylase(Canavandisease)	unknown
201172_x_at	ATP6V0E1	ATPase,H+transporting,lysosomal9kDa,V0subunite1	Cytoplasm
204624_at	ATP7B	ATPase,Cu++transporting,betapolypeptide	Cytoplasm
202391_at	BASP1	brainabundant,membraneattachedsignalprotein1	PlasmaMembrane
214068_at	BEAN	brainexpressed,associatedwithNedd4	unknown
202931_x_at	BIN1	bridgingintegrator1	Nucleus
204832_s_at	BMPR1A	bonemorphogeneticproteinreceptor,typeIA	PlasmaMembrane
207186_s_at	BPTF	bromodomainPHDfingertranscriptionfactor	Nucleus
213346_at	C13ORF27	chromosome13openreadingframe27	unknown
213143_at	C2ORF72	chromosome2openreadingframe72	unknown
212848_s_at	C9ORF3	chromosome9openreadingframe3	Cytoplasm
210404_x_at	CAMK2B	calcium/calmodulin-dependentproteinkinaseIIbeta	Cytoplasm
207842_s_at	CASC3	cancersusceptibilitycandidate3	Nucleus
206037_at	CCBL1	cysteineconjugate-betalyase,cytoplasmic	Cytoplasm
206887_at	CCBP2	chemokinebindingprotein2	PlasmaMembrane
208094_s_at	CCDC130	coiled-coildomaincontaining130	unknown
203418_at	CCNA2	cyclinA2	Nucleus
204490_s_at	CD44	CD44molecule(Indianbloodgroup)	PlasmaMembrane
204996_s_at	CDK5R1	cyclin-dependentkinase5,regulatorysubunit1(p35)	Nucleus
202284_s_at	CDKN1A	cyclin-dependentkinaseinhibitor1A(p21,Cip1)	Nucleus
207647_at	CDY1	chromodomainprotein,Y-linked,1	Nucleus
213509_x_at	CES2(includesEG:8824)	carboxylesterase2(intestine,liver)	Cytoplasm
203854_at	CFI	complementfactorI	ExtracellularSpace
209763_at	CHRDL1	chordin-like1	ExtracellularSpace
207274_at	CHRNE	cholinergicreceptor,nicotinic,epsilon	PlasmaMembrane
201953_at	CIB1	calciumandintegrinbinding1(calmyrin)	Nucleus
205101_at	CIITA	classII,majorhistocompatibilitycomplex,transactivator	Nucleus
207047_s_at	CLCNKB	chloridechannelKb	PlasmaMembrane
205723_at	CNTFR	ciliaryneurotrophicfactorreceptor	PlasmaMembrane
214602_at	COL4A4(includesEG:1286)	collagen,typeIV,alpha4	ExtracellularSpace
204136_at	COL7A1	collagen,typeVII,alpha1	ExtracellularSpace
205489_at	CRYM	crystallin,mu	Cytoplasm
200621_at	CSRP1	cysteineandglycine-richprotein1	Nucleus
203687_at	CX3CL1	chemokine(C-X3-Cmotif)ligand1	ExtracellularSpace
209975_at	CYP2E1	cytochromeP450,family2,subfamilyE,polypeptide1	Cytoplasm
205939_at	CYP3A7	cytochromeP450,family3,subfamilyA,polypeptide7	Cytoplasm
201095_at	DAP	death-associatedprotein	Cytoplasm
213865_at	DCBLD2	discoidin,CUBandLCCLdomaincontaining2	PlasmaMembrane
210811_s_at	DDX49	DEAD(Asp-Glu-Ala-Asp)boxpolypeptide49	Nucleus
201386_s_at	DHX15	DEAH(Asp-Glu-Ala-His)boxpolypeptide15	Nucleus
216870_x_at	DLEU2	deletedinlymphocyticleukemia2(non-proteincoding)	unknown
205554_s_at	DNASE1L3	deoxyribonucleaseI-like3	Nucleus
213482_at	DOCK3	dedicatorofcytokinesis3	Cytoplasm
202673_at	DPM1	dolichyl-phosphatemannosyltransferasepolypeptide1,catalyticsubunit	Cytoplasm
200762_at	DPYSL2	dihydropyrimidinase-like2	Cytoplasm
208215_x_at	DRD4	dopaminereceptorD4	PlasmaMembrane
208201_at	DUX3	doublehomeobox,3	Nucleus
201999_s_at	DYNLT1	dynein,lightchain,Tctex-type1	Cytoplasm
210151_s_at	DYRK3	dual-specificitytyrosine-(Y)-phosphorylationregulatedkinase3	Nucleus
201510_at	ELF3	E74-likefactor3(etsdomaintranscriptionfactor,epithelial-specific)	Nucleus
220624_s_at	ELF5	E74-likefactor5(etsdomaintranscriptionfactor)	Nucleus
205162_at	ERCC8	excisionrepaircross-complementingrodentrepairdeficiency,complementationgroup8	Nucleus
208858_s_at	ESYT1	extendedsynaptotagmin-likeprotein1	unknown
206501_x_at	ETV1	etsvariant1	Nucleus
209692_at	EYA2	eyesabsenthomolog2(Drosophila)	Nucleus
203989_x_at	F2R	coagulationfactorII(thrombin)receptor	PlasmaMembrane
205892_s_at	FABP1	fattyacidbindingprotein1,liver	Cytoplasm
205029_s_at	FABP7	fattyacidbindingprotein7,brain	Cytoplasm
204007_at	FCGR3B	FcfragmentofIgG,lowaffinityIIIb,receptor(CD16b)	PlasmaMembrane
204767_s_at	FEN1	flapstructure-specificendonuclease1	Nucleus
205588_s_at	FGFR1OP(includesEG:11116)	FGFR1oncogenepartner	Cytoplasm
208228_s_at	FGFR2	fibroblastgrowthfactorreceptor2	PlasmaMembrane
202949_s_at	FHL2	fourandahalfLIMdomains2	Nucleus
212024_x_at	FLII	flightlessIhomolog(Drosophila)	Nucleus
207876_s_at	FLNC	filaminC,gamma	Cytoplasm
201350_at	FLOT2	flotillin2	PlasmaMembrane
205666_at	FMO1	flavincontainingmonooxygenase1	Cytoplasm
204131_s_at	FOXO3	forkheadboxO3	Nucleus
215380_s_at	GGCT	gamma-glutamylcyclotransferase	unknown
207131_x_at	GGT1	gamma-glutamyltransferase1	Cytoplasm
204762_s_at	GNAO1	guaninenucleotidebindingprotein(Gprotein),alphaactivatingactivitypolypeptideO	PlasmaMembrane
214227_at	GNG7	guaninenucleotidebindingprotein(Gprotein),gamma7	PlasmaMembrane
210328_at	GNMT	glycineN-methyltransferase	Cytoplasm
208465_at	GRM2	glutamatereceptor,metabotropic2	PlasmaMembrane
203815_at	GSTT1	glutathioneS-transferasetheta1	Cytoplasm
203817_at	GUCY1B3	guanylatecyclase1,soluble,beta3	Cytoplasm
211275_s_at	GYG1	glycogenin1	Cytoplasm
210164_at	GZMB	granzymeB(granzyme2,cytotoxicT-lymphocyte-associatedserineesterase1)	Cytoplasm
206666_at	GZMK	granzymeK(granzyme3;tryptaseII)	Cytoplasm
211222_s_at	HAP1	huntingtin-associatedprotein1	Cytoplasm
204848_x_at	HBG2	hemoglobin,gammaG	Cytoplasm
202300_at	HBXIP	hepatitisBvirusxinteractingprotein	Cytoplasm
201209_at	HDAC1	histonedeacetylase1	Nucleus
201833_at	HDAC2	histonedeacetylase2	Nucleus
209558_s_at	HIP1R	huntingtininteractingprotein1related	Cytoplasm
213932_x_at	HLA-A	majorhistocompatibilitycomplex,classI,A	PlasmaMembrane
200944_s_at	HMGN1	high-mobilitygroupnucleosomebindingdomain1	Nucleus
205466_s_at	HS3ST1	heparansulfate(glucosamine)3-O-sulfotransferase1	Cytoplasm
202638_s_at	ICAM1	intercellularadhesionmolecule1	PlasmaMembrane
203153_at	IFIT1	interferon-inducedproteinwithtetratricopeptiderepeats1	Cytoplasm
202718_at	IGFBP2	insulin-likegrowthfactorbindingprotein2,36kDa	ExtracellularSpace
211959_at	IGFBP5	insulin-likegrowthfactorbindingprotein5	ExtracellularSpace
215420_at	IHH	Indianhedgehoghomolog(Drosophila)	ExtracellularSpace
205067_at	IL1B	interleukin1,beta	ExtracellularSpace
205207_at	IL6	interleukin6(interferon,beta2)	ExtracellularSpace
205070_at	ING3	inhibitorofgrowthfamily,member3	Nucleus
207851_s_at	INSR	insulinreceptor	PlasmaMembrane
203941_at	INTS9	integratorcomplexsubunit9	unknown
202803_s_at	ITGB2	integrin,beta2(complementcomponent3receptor3and4subunit)	PlasmaMembrane
208083_s_at	ITGB6	integrin,beta6	PlasmaMembrane
202746_at	ITM2A	integralmembraneprotein2A	PlasmaMembrane
212733_at	KIAA0226	KIAA0226	unknown
209661_at	KIFC3	kinesinfamilymemberC3	Cytoplasm
214471_x_at	LHB	luteinizinghormonebetapolypeptide	ExtracellularSpace
206230_at	LHX1	LIMhomeobox1	Nucleus
204424_s_at	LMO3	LIMdomainonly3(rhombotin-like2)	Nucleus
211353_at	LRIT1	leucine-richrepeat,immunoglobulin-likeandtransmembranedomains1	Cytoplasm
214460_at	LSAMP	limbicsystem-associatedmembraneprotein	PlasmaMembrane
202655_at	MANF	mesencephalicastrocyte-derivedneurotrophicfactor	ExtracellularSpace
213178_s_at	MAPK8IP3	mitogen-activatedproteinkinase8interactingprotein3	Cytoplasm
209035_at	MDK	midkine(neuritegrowth-promotingfactor2)	ExtracellularSpace
205124_at	MEF2B	myocyteenhancerfactor2B	Nucleus
205959_at	MMP13	matrixmetallopeptidase13(collagenase3)	ExtracellularSpace
207012_at	MMP16	matrixmetallopeptidase16(membrane-inserted)	ExtracellularSpace
205106_at	MTCP1	matureT-cellproliferation1	Cytoplasm
202364_at	MXI1	MAXinteractor1	Nucleus
214087_s_at	MYBPC1	myosinbindingproteinC,slowtype	Cytoplasm
203360_s_at	MYCBP	c-mycbindingprotein	Nucleus
205610_at	MYOM1	myomesin1,185kDa	Cytoplasm
212843_at	NCAM1	neuralcelladhesionmolecule1	PlasmaMembrane
215205_x_at	NCOR2	nuclearreceptorco-repressor2	Nucleus
202607_at	NDST1	N-deacetylase/N-sulfotransferase(heparanglucosaminyl)1	Cytoplasm
204702_s_at	NFE2L3	nuclearfactor(erythroid-derived2)-like3	Nucleus
207380_x_at	NOX1	NADPHoxidase1	Cytoplasm
213040_s_at	NPTXR	neuronalpentraxinreceptor	PlasmaMembrane
209483_s_at	NSL1	NSL1,MINDkinetochorecomplexcomponent,homolog(S.cerevisiae)	Nucleus
210797_s_at	OASL	2-5-oligoadenylatesynthetase-like	unknown
204088_at	P2RX4	purinergicreceptorP2X,ligand-gatedionchannel,4	PlasmaMembrane
212259_s_at	PBXIP1	pre-B-cellleukemiahomeoboxinteractingprotein1	Nucleus
205689_at	PCNXL2	pecanex-like2(Drosophila)	unknown
205463_s_at	PDGFA	platelet-derivedgrowthfactoralphapolypeptide	ExtracellularSpace
213302_at	PFAS	phosphoribosylformylglycinamidinesynthase	Cytoplasm
202328_s_at	PKD1	polycystickidneydisease1(autosomaldominant)	PlasmaMembrane
209532_at	PLAA	phospholipaseA2-activatingprotein	Cytoplasm
203471_s_at	PLEK	pleckstrin	Cytoplasm
209122_at	PLIN2	perilipin2	PlasmaMembrane
205190_at	PLS1	plastin1	Cytoplasm
210139_s_at	PMP22	peripheralmyelinprotein22	PlasmaMembrane
207448_at	POFUT2	proteinO-fucosyltransferase2	Cytoplasm
205478_at	PPP1R1A	proteinphosphatase1,regulatory(inhibitor)subunit1A	Cytoplasm
213774_s_at	PPP1R2	proteinphosphatase1,regulatory(inhibitor)subunit 2	Cytoplasm
211084_x_at	PRKD3	proteinkinaseD3	unknown
206259_at	PROC	proteinC(inactivatorofcoagulationfactorsVaandVIIIa)	ExtracellularSpace
205847_at	PRSS22	protease,serine,22	ExtracellularSpace
204279_at	PSMB9	proteasome(prosome,macropain)subunit,betatype,9(largemultifunctionalpeptidase2)	Cytoplasm
208617_s_at	PTP4A2	proteintyrosinephosphatasetypeIVA,member2	PlasmaMembrane
201140_s_at	RAB5C	RAB5C,memberRASoncogenefamily	Cytoplasm
206103_at	RAC3	ras-relatedC3botulinumtoxinsubstrate3(rhofamily,smallGTPbindingproteinRac3)	Cytoplasm
212127_at	RANGAP1	RanGTPaseactivatingprotein1	Cytoplasm
215683_at	RBFA	Ribosome binding factor A (putative)	Cytoplasm
202296_s_at	RER1	RER1retentioninendoplasmicreticulum1homolog(S.cerevisiae)	Cytoplasm
205578_at	ROR2	receptortyrosinekinase-likeorphanreceptor2	PlasmaMembrane
200888_s_at	RPL23	ribosomalproteinL23	Cytoplasm
213801_x_at	RPSA	ribosomalproteinSA	PlasmaMembrane
200872_at	S100A10	S100calciumbindingproteinA10	Cytoplasm
206995_x_at	SCARF1	scavengerreceptorclassF,member1	PlasmaMembrane
204035_at	SCG2	secretograninII(chromograninC)	ExtracellularSpace
204541_at	SEC14L2	SEC14-like2(S.cerevisiae)	Cytoplasm
203871_at	SENP3	SUMO1/sentrin/SMT3specificpeptidase3	Nucleus
205576_at	SERPIND1	serpinpeptidaseinhibitor,cladeD(heparincofactor),member1	ExtracellularSpace
202283_at	SERPINF1	serpinpeptidaseinhibitor,cladeF(alpha-2antiplasmin,pigmentepitheliumderivedfactor),member1	ExtracellularSpace
205121_at	SGCB	sarcoglycan,beta(43kDadystrophin-associatedglycoprotein)	PlasmaMembrane
209402_s_at	SLC12A4	solutecarrierfamily12(potassium/chloridetransporters),member4	PlasmaMembrane
202800_at	SLC1A3	solutecarrierfamily1(glialhighaffinityglutamatetransporter),member3	PlasmaMembrane
201249_at	SLC2A1	solutecarrierfamily2(facilitatedglucosetransporter),member1	PlasmaMembrane
211123_at	SLC5A5	solutecarrierfamily5(sodiumiodidesymporter),member5	PlasmaMembrane
206836_at	SLC6A3	solutecarrierfamily6(neurotransmittertransporter,dopamine),member3	PlasmaMembrane
201663_s_at	SMC4	structuralmaintenanceofchromosomes4	Nucleus
210057_at	SMG1	SMG1homolog,phosphatidylinositol3-kinase-relatedkinase(C.elegans)	Cytoplasm
205573_s_at	SNX7	sortingnexin7	unknown
210677_at	SOAT2	sterolO-acyltransferase2	Cytoplasm
208468_at	SOX21	SRY(sexdeterminingregionY)-box21	Nucleus
205155_s_at	SPTBN2	spectrin,beta,non-erythrocytic2	Cytoplasm
221284_s_at	SRC	v-srcsarcoma(Schmidt-RuppinA-2)viraloncogenehomolog(avian)	Cytoplasm
202440_s_at	ST5	suppressionoftumorigenicity5	unknown
212111_at	STX12	syntaxin12	PlasmaMembrane
208207_at	STX1B	syntaxin1B	PlasmaMembrane
214304_x_at	SYNM	synemin,intermediatefilamentprotein	Cytoplasm
203999_at	SYT1	synaptotagminI	Cytoplasm
206409_at	TIAM1	T-celllymphomainvasionandmetastasis1	Cytoplasm
213135_at	TIAM1	T-celllymphomainvasionandmetastasis1	Cytoplasm
203167_at	TIMP2	TIMPmetallopeptidaseinhibitor2	ExtracellularSpace
201149_s_at	TIMP3	TIMPmetallopeptidaseinhibitor3	ExtracellularSpace
206179_s_at	TPPP	tubulinpolymerizationpromotingprotein	Cytoplasm
215047_at	TRIM58	tripartitemotif-containing58	unknown
212664_at	TUBB4	tubulin,beta4	Cytoplasm
211915_s_at	TUBB4Q	tubulin,betapolypeptide4,memberQ	unknown
206716_at	UMOD	uromodulin	ExtracellularSpace
214624_at	UPK1A	uroplakin1A	PlasmaMembrane
210064_s_at	UPK1B	uroplakin1B	PlasmaMembrane
205139_s_at	UST	uronyl-2-sulfotransferase	Cytoplasm
212156_at	VPS39	vacuolarproteinsorting39homolog(S.cerevisiae)	Cytoplasm
209452_s_at	VTI1B	vesicletransportthroughinteractionwitht-SNAREshomolog1B(yeast)	PlasmaMembrane
219077_s_at	WWOX	WWdomaincontainingoxidoreductase	Cytoplasm
213725_x_at	XYLT1	xylosyltransferaseI	Cytoplasm
214713_at	YLPM1	YLPmotifcontaining1	Nucleus
210996_s_at	YWHAE	tyrosine3-monooxygenase/tryptophan5-monooxygenaseactivationprotein,epsilonpolypeptide	Cytoplasm
203603_s_at	ZEB2	zincfingerE-boxbindinghomeobox2	Nucleus
202136_at	ZMYND11	zincfinger,MYNDdomaincontaining11	Nucleus
206928_at	ZNF124	zincfingerprotein124	Nucleus
206314_at	ZNF167	zincfingerprotein167	Nucleus
207781_s_at	ZNF711	zincfingerprotein711	Nucleus
216650_at	RPL29P17	Ribosomal protein L29 pseudogene 17
215697_at	AF052172	Homosapiens clone 24617
216659_at	LOC1720
207881_at	AF050199	Homosapiens putative peroxisome microbody protein 175.1
217048_at	Y09846
