Gene set	Gene class	Symbol	ID_Type	EntrezGeneID	Gene Name	TU Coordinates	ER? Binding Sites Coordinates in 10 kb from primary gene	ER? Binding Sites Coordinates in 10 kb from primary genes
1	1	SLITRK4	Symbol	139065	SLIT and NTRK-like family, member 4	chrX:142543607-142550685		chrX:142549540-142549739;
1	1	GLA	Symbol	2717	galactosidase, alpha	chrX:100539434-100549657		chrX:100549490-100549662;
1	1	PTP4A2	Symbol	8073	protein tyrosine phosphatase type IVA, member 2	chr1:32146379-32176575		chr1:32176703-32177091;
1	1	OSBPL7	Symbol	114881	oxysterol binding protein-like 7	chr17:43239731-43254146		chr17:43242929-43243190;
1	1	ATP1B1	Symbol	481	ATPase, Na+/K+ transporting, beta 1 polypeptide	chr1:167342570-167368584		chr1:167344740-167344972;
1	1	SLC22A23	Symbol	63027	solute carrier family 22, member 23	chr6:3214207-3401732		chr6:3208354-3208547;
1	1	EPHA2	Symbol	1969	EPH receptor A2	chr1:16323418-16355151		chr1:16342780-16342954;
1	1	PCSK6	Symbol	5046	proprotein convertase subtilisin/kexin type 6	chr15:99661655-99847710		chr15:99797267-99797441;
1	1	EFHD1	Symbol	80303	EF-hand domain family, member D1	chr2:233206567-233255730		chr2:233225217-233225336;
1	1	PCTP	Symbol	58488	phosphatidylcholine transfer protein	chr17:51183354-51209747		chr17:51183237-51183526;
1	1	DENND2C	Symbol	163259	DENN/MADD domain containing 2C	chr1:114865540-115014255		chr1:114861523-114861827; chr1:115014225-115014835;
1	1	ARRDC2	Symbol	27106	arrestin domain containing 2	chr19:17972943-17985911		chr19:17989018-17989245; chr19:17992076-17992296;
1	1	ACOX3	Symbol	8310	acyl-Coenzyme A oxidase 3, pristanoyl	chr4:8418908-8493352		chr4:8475241-8475409;
1	2	MREG	Symbol	55686	melanoregulin	chr2:216515558-216586591		chr2:216539382-216539513; chr2:216552658-216552844; chr2:216555523-216555886;
1	2	TIA1	Symbol	7072	TIA1 cytotoxic granule-associated RNA binding protein	chr2:70290079-70329283		chr2:70339249-70339463;
1	2	FKBP4	Symbol	2288	FK506 binding protein 4, 59kDa	chr12:2774368-2784846		chr12:2775404-2775615; chr12:2775886-2776012;
1	2	NT5C2	Symbol	22978	5-nucleotidase, cytosolic II	chr10:104835929-104943046		chr10:104918245-104918429;
1	2	C5orf4	Symbol	10826	chromosome 5 open reading frame 4	chr5:154178244-154181279		chr5:154189616-154189897;
1	2	NDRG1	Symbol	10397	N-myc downstream regulated 1	chr8:134318595-134378729		chr8:134324382-134324821;
1	2	DCAF4	Symbol	26094	DDB1 and CUL4 associated factor 4	chr14:72462837-72496110		chr14:72460803-72460966; chr14:72463133-72463272;
1	2	LOC284379	Symbol	284379	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 pseudogene	chr19:58794698-58798563		chr19:58801418-58801548;
1	2	ZNF365	Symbol	22891	zinc finger protein 365	chr10:63803921-63832223		chr10:63811376-63811539; chr10:63811665-63811895;
1	2	TDRD1	Symbol	56165	tudor domain containing 1	chr10:115929018-115982053		chr10:115989015-115989230; chr10:115989267-115989388;
1	2	DLL1	Symbol	28514	delta-like 1 (Drosophila)	chr6:170433218-170441622		chr6:170431059-170431316;
1	2	N4BP3	Symbol	23138	Nedd4 binding protein 3	chr5:177473161-177485713		chr5:177468584-177468851; chr5:177475998-177476307; chr5:177483815-177484433;
1	2	EFR3B	Symbol	22979	EFR3 homolog B (S. cerevisiae)	chr2:25118477-25235508		chr2:25155036-25155186; chr2:25155517-25155706;
1	2	LOC285696	Symbol	285696	hypothetical LOC285696	chr5:17183137-17270156		chr5:17266181-17266455; chr5:17269216-17269341;
1	2	VAMP5	Symbol	10791	vesicle-associated membrane protein 5 (myobrevin)	chr2:85665041-85674022		chr2:85683299-85683500;
