probeset_id	total_probes	gene_assignment	gene_id	T8A	T8B	T8C	T16A	T16B	T16C	T28	T32	N8A	N8B	N8C	N16A	N16B	N16C	N32	Log2 Fc T vs N	P T vs N	q T vs N
8175432	25	NR_002735	SNORD61	205.44776	229.02162	215.13057	258.00322	284.2167	101.6893	152.87123	139.05362	71.13704	55.3747	61.74159	68.66012	56.31021	72.01614	65.07251	1.892371947	4.14993E-07	0.000130715
8134030	16	NM_012449	STEAP1	58.28952	74.6448	65.20679	47.55939	61.88991	101.91346	58.5431	20.44934	34.85901	29.31198	19.81026	38.62945	33.68179	17.86397	37.37461	1.083660942	0.000234093	0.00196674
8051993	13	NM_173074	PIGF	303.14029	257.42918	315.9962	283.94725	214.9415	151.89646	257.7021	137.09394	145.0382	161.84566	101.38982	181.84841	95.7807	101.93778	139.79193	1.066967122	0.000157195	0.001599269
7932964	27	NM_173177	C1D	1072.61156	956.20385	1016.09784	1006.91305	859.16718	463.45961	705.93072	503.24726	556.89504	555.9755	403.31778	554.50377	402.57974	467.53463	559.96989	1.002837472	2.47254E-06	0.000288336
8052698	41	NM_006333	C1D	809.48704	698.36318	750.77418	725.22208	645.86772	348.99761	523.90536	379.21535	412.8075	419.30616	302.1892	412.65559	306.49606	338.30709	414.21726	0.990799479	2.89945E-06	0.000288336
7934731	16	XM_926027	LOC642538	453.29929	450.70301	472.56326	457.72981	394.69223	203.99798	317.67694	188.63045	262.28508	260.52415	171.60444	249.942	187.19469	240.79129	262.12617	0.962783306	3.21375E-06	0.000288336
8151471	23	NM_014018	MRPS28	517.26568	451.32514	427.51793	432.22041	328.97064	285.21584	370.01764	224.4219	265.23488	192.29492	190.48614	292.10211	159.83446	228.78659	275.69838	0.962203231	0.000222357	0.00191361
7952673	5	AK127847	FLJ45950	132.56032	101.20985	151.16232	175.91597	122.14511	94.11429	113.5116	54.16725	86.14676	46.9423	68.86006	99.88729	61.19109	59.45873	65.97	0.956002082	0.001314723	0.004830537
7965508	10	XR_016608	LOC400061	173.54943	139.21118	184.15788	199.19974	165.79254	96.17148	155.84422	110.43211	81.44273	80.55701	92.44549	122.50669	66.06591	99.29849	99.07419	0.931438341	0.000109354	0.001385914
8083000	22	NM_001033030	FAIM	261.50684	221.67365	283.34087	220.44057	149.21619	152.06826	175.2043	84.0714	133.19225	99.95424	100.65839	177.09864	86.16529	117.99616	132.16499	0.931077197	0.002131468	0.006287711
8151942	26	NM_005836	HRSP12	320.2737	239.19339	252.80649	233.93839	191.19561	116.04241	254.61383	117.01668	160.56538	126.60879	119.58659	169.11952	87.46703	121.38885	174.72283	0.920075597	0.00070951	0.003509451
7955117	24	NM_012404	ANP32D	47.60988	52.15606	53.63833	69.64143	50.79441	21.80521	45.88799	30.23185	34.64363	30.43471	32.81242	28.63358	22.58892	26.20916	34.97742	0.906357685	0.000128188	0.001503542
8102877	36	NM_004362	CLGN	388.76254	233.99304	262.56802	359.62825	297.14929	293.02883	236.93761	304.57844	180.25143	174.25398	117.64871	213.23142	190.14347	120.55114	385.55289	0.893598056	0.001441022	0.005033057
8131871	35	NM_138771	CCDC126	260.6914	218.39572	220.7767	199.48532	172.50503	152.51834	157.04338	121.99561	139.99911	100.26412	81.89256	163.73857	107.21517	102.76593	122.99833	0.886242004	0.000543679	0.003038473
8021470	32	NM_021127	PMAIP1	770.25044	588.84433	436.38265	594.46892	649.05621	406.71988	524.58715	460.62529	342.65245	402.00761	298.79105	355.75372	310.95225	289.23611	386.44186	0.867070079	0.000522824	0.002972552
7934729	11	XM_926017	LOC642521	372.78178	433.10045	366.74049	357.75555	392.09691	204.54813	279.5544	166.13322	242.75286	241.4854	152.21924	226.48811	182.20697	229.0204	227.96908	0.856438229	1.52882E-05	0.000555458
7961281	47	NM_176890	TAS2R50	138.77526	112.1566	100.23559	108.75639	97.06851	54.63346	91.72718	58.59225	73.73406	63.67534	60.0942	68.08975	47.92411	55.90827	70.92204	0.855407567	0.000129933	0.001509084
8170990	15	NR_002969	SNORA36A	48.01782	44.06855	42.48698	43.48601	45.45611	35.54905	31.83684	34.63154	20.09505	26.35756	32.41605	22.8936	26.37028	22.38415	23.38001	0.833485624	7.33269E-06	0.000406629
7971541	18	NM_003850	SUCLA2	1299.8267	1282.18046	1614.88889	1327.30762	1120.98466	907.79898	1054.75729	609.92169	828.80083	709.28284	599.57971	967.90298	647.99218	731.14415	800.09596	0.830332147	0.000160968	0.001622977
7911096	34	NM_032328	EFCAB2	161.34668	145.88381	142.2293	148.51957	99.53961	72.48232	96.92397	47.68925	86.28171	71.98357	72.77173	98.60496	58.67037	83.38901	92.51009	0.827393129	0.000452995	0.002778158
7904965	25	AB042555	PDE4DIP	118.89193	105.2171	102.74716	89.85536	83.14005	60.84638	79.84218	74.83273	62.8941	64.88217	49.55256	56.09473	48.74734	59.55435	60.34063	0.811697393	8.68241E-05	0.001252193
8146685	22	NM_015169	RRS1	220.93001	201.4402	204.22899	208.50459	154.61228	204.72938	230.35373	145.32877	152.02129	72.2719	101.1064	149.59802	85.45453	127.75943	124.32091	0.787196963	0.00137249	0.004926022
7960383	32	NM_020367	PARP11	107.10468	97.99934	105.80703	97.56205	98.50373	77.73749	78.4413	52.92115	63.59048	52.75944	58.61512	71.72815	47.84995	58.07828	64.90518	0.786834106	3.18495E-06	0.000288336
7908988	14	NM_003094	SNRPE	456.58531	388.88266	429.78793	423.78581	414.67376	279.00929	359.85802	354.11751	256.98139	241.59878	216.71156	276.33386	210.48971	271.36024	251.22036	0.783592481	1.46738E-06	0.000210089
8147837	25	NM_012082	ZFPM2	211.90199	198.30867	214.52233	213.39955	251.43926	361.58055	178.87037	147.1634	125.10664	121.23083	151.35537	144.19736	98.7686	122.80573	115.69587	0.776162638	0.00002707	0.000732519
7987361	26	NM_014106	ZNF770	1208.51357	1053.80725	1216.2575	992.53637	923.10752	526.30952	762.05223	567.88157	750.56749	660.21256	609.64622	728.21771	465.86703	585.67307	779.84223	0.768380055	0.000139461	0.001540235
8001782	44	NM_002954	RPS27A	2927.60438	2758.20634	3005.10376	3171.87484	3093.79956	2582.78163	2862.26396	3265.5696	1911.53991	1750.17593	1839.99814	1842.73041	1671.08296	1594.86155	1608.34628	0.75833805	1.4458E-07	8.59835E-05
8058824	31	NM_018000	MREG	447.57577	373.12249	362.90316	322.32899	468.65584	255.89687	306.52683	238.87435	243.4784	253.4943	222.20517	295.92499	197.08205	190.12845	272.02172	0.756776023	0.000494172	0.002904003
8053386	19	XR_017636	LOC647302	159.30072	149.63807	142.84855	173.98095	190.31803	126.95208	167.40416	109.29898	114.38366	95.63283	82.58637	116.00308	67.90829	103.45543	134.57735	0.755778734	0.000257458	0.002062322
8012469	10	NM_000987	RPL26	846.06447	780.16888	1020.96335	1078.84353	1048.21554	798.04333	891.13442	853.90433	577.95774	538.85759	508.53921	630.2782	558.71327	581.23125	609.02874	0.754653405	7.57663E-05	0.001189715
7986407	23	AY956768	HSP90B2P	130.06514	106.92171	97.3654	105.87389	94.52647	58.65673	68.05189	49.16359	63.33975	71.81818	64.71826	54.09968	65.25512	61.18036	68.38015	0.754345734	6.30284E-05	0.001083978
8051387	27	NM_032574	HDPY-30	1472.13513	1359.29788	1477.10117	1383.58051	1301.02922	882.65403	1192.69653	1120.88032	904.47687	794.72942	708.36347	1050.03771	658.50936	867.54026	802.22761	0.751770796	2.20899E-05	0.00066358
8023259	24	NR_002571	SNORD58A	228.88305	265.9807	275.26567	363.72996	320.32936	228.2331	220.59615	234.38523	202.91656	187.51045	167.51661	198.87688	124.04691	155.8192	196.35598	0.751269101	0.00109443	0.004410494
8063835	24	NM_144703	LSM14B	179.5782	139.33077	169.04477	152.63243	150.51154	102.3195	137.05575	122.2329	109.10606	78.50276	89.15049	110.02209	77.3509	101.45042	92.22058	0.747152258	0.000069755	0.001149135
8089988	15	NM_001017928	CCDC58	442.56757	500.08438	457.64853	551.66988	539.29645	367.16767	472.95861	368.2937	308.28999	278.41315	253.08442	344.95918	257.24557	342.12954	381.60069	0.744699796	3.69016E-05	0.000821412
8107859	42	NM_181705	LYRM7	82.14652	76.5297	93.76085	76.09088	76.80605	40.40269	72.32233	54.1816	62.40781	54.18798	49.24017	48.52906	31.76783	45.23832	51.47139	0.739287466	0.000226493	0.001938611
8169022	28	NM_001006612	WBP5	648.47002	609.1751	464.71177	624.33425	507.88691	485.0303	500.58081	385.94076	339.91406	305.18291	340.55096	408.11217	310.9828	353.72711	388.13973	0.734739484	0.000146086	0.001559847
7902400	17	NR_002749	SNORD45A	156.35563	155.30357	174.91344	248.43018	157.79334	93.30854	147.8101	59.60694	118.94819	111.33654	94.87586	134.34571	96.38879	88.59535	113.62184	0.73320627	0.003235269	0.008055197
8162006	28	NM_025211	GKAP1	299.24104	252.18222	290.99377	274.80872	257.67663	129.98907	206.82375	150.45306	197.85716	169.2354	186.00548	182.78237	131.06657	125.80147	150.24861	0.732863487	7.16327E-05	0.001165439
7987642	28	NM_016013	NDUFAF1	340.86389	335.66996	398.63843	310.42743	265.07198	221.74816	267.52329	217.14477	241.29774	197.22944	162.85016	248.93771	147.81172	195.35768	197.50516	0.73090784	0.000861316	0.003889143
7918694	30	NM_001010922	C1orf178	135.58185	81.9328	114.32344	161.27907	121.34398	107.46305	109.22188	121.76562	73.86127	81.07724	83.62243	77.73003	70.91406	57.86841	79.16977	0.72831277	0.003576859	0.008549335
7966321	23	NM_016301	ATPBD1C	313.39465	316.8584	298.72482	280.6883	268.16958	212.64624	278.00375	203.02855	203.51291	165.24019	136.0523	244.74079	126.6785	195.26064	212.72407	0.726908242	0.000458788	0.002788459
