chromosome	p-value	cytoband	geneName	gene-ID	GeneStart	GeneEnd
18	0.085	q21.1	myo5b	4645	45603184	45975161
18	0.085	q21.1	ccdc11	220136	46007561	46046863
18	0.085	q21.1	mbd1	4152	46049214	46061844
18	0.085	q21.1	cxxc1	30827	46062717	46068186
18	0.085	q21.1	c18orf24	220134	46155401	46174536
18	0.085	q21.1	me2	4200	46659600	46727632
18	0.085	q21.1	elac1	55520	46748445	46768487
18	0.085	q21.1	smad4	4089	46810611	46860145
18	0.085	q21.2	poli	11201	50049923	50075092
18	0.085	q21.2	stard6	147323	50105060	50134941
18	0.085	q21.2	c18orf26	284254	50409388	50417722
18	0.085	q21.2	rab27b	5874	50646838	50708210
18	0.070	q21.2	se57-1	80323	50719792	50777635
18	0.085	q21.2	tcf4	6925	51045967	51406441
18	0.085	q21.2	txnl1	9352	52421053	52456874
18	0.015	q21.31	st8sia3	51046	53169042	53178833
18	0.015	q21.31	onecut2	9480	53253915	53295062
18	0.015	q21.31	fech	2235	53367802	53404877
18	0.015	q21.31	nars	4677	53418889	53440024
18	0.015	q21.31	atp8b1	5205	53466718	53550037
18	0.015	q21.31	nedd4l	23327	53862778	54216369
18	0.015	q21.31	alpk2	115701	54299464	54398381
18	0.015	q21.31	malt1	10892	54489598	54568350
18	0.015	q21.31	znf532	55205	54682836	54803054
18	0.015	q21.32	sec11l3	90701	54958105	54977044
18	0.015	q21.32	grp	2922	55038380	55048983
18	0.015	q21.32	rax	30062	55086732	55091605
18	0.015	q21.32	cplx4	339302	55114910	55136691
18	0.015	q21.32	lman1	3998	55148088	55177463
18	0.015	q21.32	ccbe1	147372	55252129	55515570
18	0.015	q21.32	pmaip1	5366	55718217	55722517
18	0.015	q21.32	sdccag3l	388478	55828138	55829355
18	0.085	q21.32	mc4r	4160	56189564	56190562
18	0.070	q21.33	cdh20	28316	57308755	57373345
18	0.070	q21.33	rnf152	220441	57631583	57711284
18	0.070	q21.33	pign	23556	57862440	58005206
18	0.070	q21.33	kiaa1468	57614	58039437	58124185
18	0.015	q21.33	zcchc2	54877	58357894	58396798
18	0.015	q21.33	c18orf49	400653	58399666	58404942
18	0.015	q21.33	phlpp	23239	58533714	58798646
18	0.015	q21.33	bcl2	596	58941559	59137025
18	0.070	q21.33	fvt1	2531	59148813	59185438
18	0.070	q21.33	vps4b	9525	59207407	59240673
18	0.070	q21.33	serpinb5	5268	59295121	59323297
18	0.070	q21.33	serpinb12	89777	59374373	59385224
18	0.070	q21.33	serpinb13	5275	59405580	59417413
18	0.070	q21.33	serpinb4	6318	59455482	59462470
18	0.070	q21.33	serpinb3	6317	59473411	59480094
18	0.070	q21.33	serpinb11	89778	59528408	59541613
18	0.070	q21.33	serpinb7	8710	59593624	59623592
18	0.070	q21.33	serpinb2	5055	59705922	59722100
18	0.070	q21.33	serpinb10	5273	59733725	59753456
18	0.070	q21.33	serpinb8	5271	59788243	59807588
18	0.070	q22.1	c18orf20	221241	59898223	59967244
18	0.015	q22.1	cdh7	1005	61568468	61699155
18	0.085	q22.1	cdh19	28513	62322301	62390533
18	0.085	q22.1	c18orf4	92126	63324804	63335197
18	0.070	q22.1	txndc10	54495	64491907	64533333
18	0.070	q22.1	c18orf14	79839	64655575	64873406
18	0.015	q22.2	dok6	220164	65219271	65660373
18	0.085	q22.2	cd226	10666	65681172	65775139
18	0.085	q22.2	rttn	25914	65822020	66023944
18	0.085	q22.2	socs6	9306	66107243	66145329
18	0.085	q22.2	gtscr1	220158	66448750	66629686
18	0.085	q22.3	cbln2	147381	68354895	68362542
18	0.085	q22.3	neto1	81832	68565767	68685790
18	0.070	q22.3	fbxo15	201456	69891586	69965929
18	0.015	q22.3	c18orf55	29090	69966825	69977068
18	0.015	q22.3	cndp2	55748	70314577	70339336
18	0.015	q22.3	cndp1	84735	70352842	70403241
18	0.070	q22.3	znf407	55628	70474282	70762386
18	0.070	q22.3	zadh2	284273	71042122	71050166
18	0.070	q22.3	sdccag33	10194	71125161	71130666
18	0.070	q23	znf516	9658	72202675	72292329
18	0.070	q23	flj44313	400658	72336465	72339033
18	0.070	q23	flj37638	400660	72454785	72466885
18	0.070	q23	flj44881	400661	72530974	72534580
18	0.070	q23	znf236	7776	72665104	72811671
18	0.070	q23	mbp	4155	72820711	72857962
18	0.070	q23	galr1	2587	73090721	73111081
