ID	Symbol	Name	Synonyms	Chromosome
9370	ADIPOQ	adiponectin, C1Q and collagen domain containing	ACDC|ACRP30|ADIPQTL1|ADPN|APM-1|APM1|GBP28|adiponectin	3
133	ADM	adrenomedullin	AM	11
79924	ADM2	adrenomedullin 2	AM2|FLJ21135|dJ579N16.4	22
181	AGRP	agouti related protein homolog (mouse)	AGRT|ART|ASIP2|MGC118963	16
183	AGT	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	ANHU|FLJ92595|FLJ97926|SERPINA8	1
258	AMBN	ameloblastin (enamel matrix protein)	-	4
265	AMELX	amelogenin (amelogenesis imperfecta 1, X-linked)	AIH1|ALGN|AMG|AMGL|AMGX	X
268	AMH	anti-Mullerian hormone	MIF|MIS	19
253935	ANGPTL5	angiopoietin-like 5	-	11
10218	ANGPTL7	angiopoietin-like 7	AngX|CDT6|RP4-647M16.2|dJ647M16.1	1
8862	APLN	apelin	XNPEP2	X
374	AREG	amphiregulin	AR|CRDGF|MGC13647|SDGF	4
7873	ARMET	arginine-rich, mutated in early stage tumors	ARP|MANF|MGC142148|MGC142150	3
441549	ARMETL1	arginine-rich, mutated in early stage tumors-like 1	cdnf	10
9048	ARTN	artemin	ENOVIN|EVN|NBN	1
551	AVP	arginine vasopressin	ADH|ARVP|AVP-NPII|AVRP|VP	20
566	AZU1	azurocidin 1	AZAMP|AZU|CAP37|HBP|HUMAZUR|NAZC	19
627	BDNF	brain-derived neurotrophic factor	MGC34632	11
649	BMP1	bone morphogenetic protein 1	FLJ44432|PCOLC|PCP|TLD|pCP-2	8
27302	BMP10	bone morphogenetic protein 10	MGC126783	2
9210	BMP15	bone morphogenetic protein 15	GDF9B|ODG2|POF4	X
650	BMP2	bone morphogenetic protein 2	BMP2A	20
651	BMP3	bone morphogenetic protein 3	BMP-3A	4
652	BMP4	bone morphogenetic protein 4	BMP2B|BMP2B1|MCOPS6|OFC11|ZYME	14
653	BMP5	bone morphogenetic protein 5	MGC34244	6
654	BMP6	bone morphogenetic protein 6	VGR|VGR1	6
655	BMP7	bone morphogenetic protein 7	OP-1	20
353500	BMP8A	bone morphogenetic protein 8a	FLJ14351|FLJ45264	1
656	BMP8B	bone morphogenetic protein 8b	BMP8|MGC131757|OP2	1
685	BTC	betacellulin	-	4
56005	C19orf10	chromosome 19 open reading frame 10	EUROIMAGE1875335|IL25|IL27|IL27w|R33729_1|SF20	19
718	C3	complement component 3	ARMD9|ASP|CPAMD1	19
727	C5	complement component 5	CPAMD4|FLJ17816|FLJ17822|MGC142298	9
796	CALCA	calcitonin-related polypeptide alpha	CALC1|CGRP|CGRP-I|CGRP1|CT|KC|MGC126648	11
797	CALCB	calcitonin-related polypeptide beta	CALC2|CGRP-II|CGRP2|FLJ30166	11
820	CAMP	cathelicidin antimicrobial peptide	CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	3
847	CAT	catalase	MGC138422|MGC138424	11
885	CCK	cholecystokinin	MGC117187	3
6346	CCL1	chemokine (C-C motif) ligand 1	I-309|P500|SCYA1|SISe|TCA3	17
6356	CCL11	chemokine (C-C motif) ligand 11	MGC22554|SCYA11	17
6357	CCL13	chemokine (C-C motif) ligand 13	CKb10|MCP-4|MGC17134|NCC-1|NCC1|SCYA13|SCYL1	17
6358	CCL14	chemokine (C-C motif) ligand 14	CC-1|CC-3|CKb1|FLJ16015|HCC-1|HCC-3|MCIF|NCC-2|NCC2|SCYA14|SCYL2|SY14	17
348249	CCL14-CCL15	chemokine ligand 14, chemokine ligand 15 transcription unit	-	17
6359	CCL15	chemokine (C-C motif) ligand 15	HCC-2|HMRP-2B|LKN1|Lkn-1|MIP-1d|MIP-5|NCC-3|NCC3|SCYA15|SCYL3|SY15	17
6360	CCL16	chemokine (C-C motif) ligand 16	CKb12|HCC-4|ILINCK|LCC-1|LEC|LMC|MGC117051|Mtn-1|NCC-4|NCC4|SCYA16|SCYL4	17
6361	CCL17	chemokine (C-C motif) ligand 17	A-152E5.3|ABCD-2|MGC138271|MGC138273|SCYA17|TARC	16
6362	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	AMAC-1|AMAC1|CKb7|DC-CK1|DCCK1|MIP-4|PARC|SCYA18	17
6363	CCL19	chemokine (C-C motif) ligand 19	CKb11|ELC|MGC34433|MIP-3b|MIP3B|SCYA19	9
6347	CCL2	chemokine (C-C motif) ligand 2	GDCF-2|HC11|HSMCR30|MCAF|MCP-1|MCP1|MGC9434|SCYA2|SMC-CF	17
6364	CCL20	chemokine (C-C motif) ligand 20	CKb4|LARC|MIP-3a|MIP3A|SCYA20|ST38	2
6366	CCL21	chemokine (C-C motif) ligand 21	6Ckine|CKb9|ECL|MGC34555|SCYA21|SLC|TCA4	9
6367	CCL22	chemokine (C-C motif) ligand 22	A-152E5.1|ABCD-1|DC/B-CK|MDC|MGC34554|SCYA22|STCP-1	16
6368	CCL23	chemokine (C-C motif) ligand 23	CK-BETA-8|CKb8|Ckb-8|Ckb-8-1|MIP-3|MIP3|MPIF-1|SCYA23	17
6369	CCL24	chemokine (C-C motif) ligand 24	Ckb-6|MPIF-2|MPIF2|SCYA24	7
6370	CCL25	chemokine (C-C motif) ligand 25	Ckb15|MGC150327|SCYA25|TECK	19
10344	CCL26	chemokine (C-C motif) ligand 26	IMAC|MGC126714|MIP-4a|MIP-4alpha|SCYA26|TSC-1	7
10850	CCL27	chemokine (C-C motif) ligand 27	ALP|CTACK|CTAK|ESKINE|ILC|PESKY|SCYA27	9
56477	CCL28	chemokine (C-C motif) ligand 28	CCK1|MEC|MGC71902|SCYA28	5
6348	CCL3	chemokine (C-C motif) ligand 3	G0S19-1|LD78ALPHA|MIP-1-alpha|MIP1A|SCYA3	17
6349	CCL3L1	chemokine (C-C motif) ligand 3-like 1	464.2|D17S1718|G0S19-2|LD78|LD78BETA|MGC104178|MGC12815|MGC182017|MIP1AP|SCYA3L|SCYA3L1	17
390788	CCL3L2	chemokine (C-C motif) ligand 3-like 2	G0S19-3|LD78gamma|SCYA3L2	17
414062	CCL3L3	chemokine (C-C motif) ligand 3-like 3	464.2|D17S1718|LD78|LD78BETA|MGC12815|SCYA3L|SCYA3L1	17
6351	CCL4	chemokine (C-C motif) ligand 4	ACT2|AT744.1|G-26|LAG1|MGC104418|MGC126025|MGC126026|MIP-1-beta|MIP1B|MIP1B1|SCYA2|SCYA4	17
9560	CCL4L1	chemokine (C-C motif) ligand 4-like 1	AT744.2|CCL4L|LAG-1|LAG1|SCYA4L	17
388372	CCL4L2	chemokine (C-C motif) ligand 4-like 2	AT744.2|CCL4L|SCYA4L	17
6352	CCL5	chemokine (C-C motif) ligand 5	D17S136E|MGC17164|RANTES|SCYA5|SISd|TCP228	17
6354	CCL7	chemokine (C-C motif) ligand 7	FIC|MARC|MCP-3|MCP3|MGC138463|MGC138465|NC28|SCYA6|SCYA7	17
6355	CCL8	chemokine (C-C motif) ligand 8	HC14|MCP-2|MCP2|SCYA10|SCYA8	17
51293	CD320	CD320 molecule	8D6|8D6A	19
959	CD40LG	CD40 ligand	CD154|CD40L|HIGM1|IGM|IMD3|T-BAM|TNFSF5|TRAP|gp39|hCD40L	X
970	CD70	CD70 molecule	CD27L|CD27LG|TNFSF7	19
51816	CECR1	cat eye syndrome chromosome region, candidate 1	ADGF|IDGFL	22
9350	CER1	cerberus 1, cysteine knot superfamily, homolog (Xenopus laevis)	DAND4|MGC119894|MGC119895|MGC96951	9
1081	CGA	glycoprotein hormones, alpha polypeptide	CG-ALPHA|FSHA|GPHA1|GPHa|HCG|LHA|TSHA	6
1082	CGB	chorionic gonadotropin, beta polypeptide	CGB3|hCGB	19
114335	CGB1	chorionic gonadotropin, beta polypeptide 1	-	19
114336	CGB2	chorionic gonadotropin, beta polypeptide 2	-	19
93659	CGB5	chorionic gonadotropin, beta polypeptide 5	HCG|MGC119822	19
94027	CGB7	chorionic gonadotropin, beta polypeptide 7	CG-beta-a|FLJ35403|FLJ43118	19
94115	CGB8	chorionic gonadotropin, beta polypeptide 8	-	19
1113	CHGA	chromogranin A (parathyroid secretory protein 1)	CGA	14
1114	CHGB	chromogranin B (secretogranin 1)	SCG1	20
51192	CKLF	chemokine-like factor	C32|CKLF1|CKLF2|CKLF3|CKLF4|HSPC224|UCK-1	16
23529	CLCF1	cardiotrophin-like cytokine factor 1	BSF3|CISS2|CLC|NNT1|NR6	11
6320	CLEC11A	C-type lectin domain family 11, member A	CLECSF3|LSLCL|P47|SCGF	19
1215	CMA1	chymase 1, mast cell	CYH|MCT1|MGC119890|MGC119891|chymase	14
113540	CMTM1	CKLF-like MARVEL transmembrane domain containing 1	CKLFH|CKLFH1|CKLFSF1|MGC71870	16
146225	CMTM2	CKLF-like MARVEL transmembrane domain containing 2	CKLFSF2|MGC39436	16
123920	CMTM3	CKLF-like MARVEL transmembrane domain containing 3	BNAS2|CKLFSF3|FLJ31762|MGC51956	16
146223	CMTM4	CKLF-like MARVEL transmembrane domain containing 4	CKLFSF4	16
116173	CMTM5	CKLF-like MARVEL transmembrane domain containing 5	CKLFSF5|FLJ37521	14
54918	CMTM6	CKLF-like MARVEL transmembrane domain containing 6	CKLFSF6|FLJ20396|PRO2219	3
112616	CMTM7	CKLF-like MARVEL transmembrane domain containing 7	CKLFSF7|FLJ30992	3
152189	CMTM8	CKLF-like MARVEL transmembrane domain containing 8	CKLFSF8|CKLFSF8-V2	3
1270	CNTF	ciliary neurotrophic factor	HCNTF	11
1325	CORT	cortistatin	CST-14|CST-17|CST-29	1
1392	CRH	corticotropin releasing hormone	CRF	8
1435	CSF1	colony stimulating factor 1 (macrophage)	MCSF|MGC31930	1
1437	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	GMCSF|MGC131935|MGC138897	5
1440	CSF3	colony stimulating factor 3 (granulocyte)	G-CSF|GCSF|MGC45931	17
1442	CSH1	chorionic somatomammotropin hormone 1 (placental lactogen)	CSA|CSMT|FLJ75407|PL	17
1443	CSH2	chorionic somatomammotropin hormone 2	CS-2|CSB|hCS-B	17
1444	CSHL1	chorionic somatomammotropin hormone-like 1	CS-5|CSHP1|CSL|MGC149868|hCS-L	17
10675	CSPG5	chondroitin sulfate proteoglycan 5 (neuroglycan C)	MGC44034|NGC	3
1489	CTF1	cardiotrophin 1	CT-1|CT1	16
1490	CTGF	connective tissue growth factor	CCN2|HCS24|IGFBP8|MGC102839|NOV2	6
1511	CTSG	cathepsin G	CG|MGC23078	14
6376	CX3CL1	chemokine (C-X3-C motif) ligand 1	ABCD-3|C3Xkine|CXC3|CXC3C|NTN|NTT|SCYD1|fractalkine|neurotactin	16
