ID	Symbol	Name	Synonyms	Chromosome
3105	HLA-A	major histocompatibility complex, class I, A	FLJ26655|HLAA	6
3106	HLA-B	major histocompatibility complex, class I, B	AS|HLA-B-7301|HLA-B73|HLAB|HLAC|MGC111087|SPDA1	6
3107	HLA-C	major histocompatibility complex, class I, C	D6S204|FLJ27082|HLA-Cw|HLA-Cw12|HLA-JY3|HLC-C|PSORS1	6
3133	HLA-E	major histocompatibility complex, class I, E	DKFZp686P19218|EA1.2|EA2.1|HLA-6.2|MHC|QA1	6
3135	HLA-G	major histocompatibility complex, class I, G	MHC-G	6
3811	KIR3DL1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	CD158E1|KIR|MGC119726|MGC119728|MGC126589|MGC126591|NKAT3|NKB1|NKB1B	19
3812	KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	CD158K|MGC125321|NKAT4|NKAT4B|p140	19
3802	KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	CD158A|KIR-K64|KIR221|NKAT|NKAT1|p58.1	19
3803	KIR2DL2	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2	CD158B1|CD158b|NKAT6|p58.2	19
3804	KIR2DL3	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 3	CD158B2|CD158b|GL183|KIR-023GB|KIR-K7b|KIR-K7c|KIRCL23|MGC129943|NKAT|NKAT2|NKAT2A|NKAT2B|p58	19
3805	KIR2DL4	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	CD158D|G9P|KIR103|KIR103AS	19
57292	KIR2DL5A	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5A	CD158F|KIR2DL5|KIR2DL5.1|KIR2DL5.3	19
3821	KLRC1	killer cell lectin-like receptor subfamily C, member 1	CD159A|MGC13374|MGC59791|NKG2|NKG2A	12
3822	KLRC2	killer cell lectin-like receptor subfamily C, member 2	CD159c|MGC138244|NKG2-C|NKG2C	12
3823	KLRC3	killer cell lectin-like receptor subfamily C, member 3	NKG2-E|NKG2E	12
3824	KLRD1	killer cell lectin-like receptor subfamily D, member 1	CD94	12
5777	PTPN6	protein tyrosine phosphatase, non-receptor type 6	HCP|HCPH|HPTP1C|PTP-1C|SH-PTP1|SHP-1|SHP-1L|SHP1	12
5781	PTPN11	protein tyrosine phosphatase, non-receptor type 11	BPTP3|CFC|MGC14433|NS1|PTP-1D|PTP2C|SH-PTP2|SH-PTP3|SHP2	12
3383	ICAM1	intercellular adhesion molecule 1	BB2|CD54|P3.58	19
