ID	Symbol	Name	Synonyms	Chromosome
57817	HAMP	hepcidin antimicrobial peptide	HEPC|HEPCIDIN|HFE2B|LEAP-1|LEAP1|PLTR	19
5266	PI3	peptidase inhibitor 3, skin-derived	ESI|MGC13613|SKALP|WAP3|WFDC14|cementoin	20
820	CAMP	cathelicidin antimicrobial peptide	CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	3
1673	DEFB4	defensin, beta 4	DEFB-2|DEFB102|DEFB2|HBD-2|SAP1	8
5473	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	B-TG1|Beta-TG|CTAP-III|CTAP3|CTAPIII|CXCL7|LA-PF4|LDGF|MDGF|NAP-2|PBP|SCYB7|TC1|TC2|TGB|TGB1|THBGB|THBGB1	4
130120	REG3G	regenerating islet-derived 3 gamma	MGC118998|MGC118999|MGC119001|PAP1B|PAPIB|REG-III|UNQ429	2
9547	CXCL14	chemokine (C-X-C motif) ligand 14	BMAC|BRAK|KS1|Kec|MGC10687|MIP-2g|NJAC|SCYB14|bolekine	5
58191	CXCL16	chemokine (C-X-C motif) ligand 16	CXCLG16|SR-PSOX|SRPSOX	17
6590	SLPI	secretory leukocyte peptidase inhibitor	ALK1|ALP|BLPI|HUSI|HUSI-I|MPI|WAP4|WFDC4	20
3576	IL8	interleukin 8	CXCL8|GCP-1|GCP1|LECT|LUCT|LYNAP|MDNCF|MONAP|NAF|NAP-1|NAP1	4
3627	CXCL10	chemokine (C-X-C motif) ligand 10	C7|IFI10|INP10|IP-10|SCYB10|crg-2|gIP-10|mob-1	4
4283	CXCL9	chemokine (C-X-C motif) ligand 9	CMK|Humig|MIG|SCYB9|crg-10	4
6374	CXCL5	chemokine (C-X-C motif) ligand 5	ENA-78|SCYB5	4
6373	CXCL11	chemokine (C-X-C motif) ligand 11	H174|I-TAC|IP-9|IP9|MGC102770|SCYB11|SCYB9B|b-R1	4
6372	CXCL6	chemokine (C-X-C motif) ligand 6 (granulocyte chemotactic protein 2)	CKA-3|GCP-2|GCP2|SCYB6	4
2919	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	FSP|GRO1|GROa|MGSA|MGSA-a|NAP-3|SCYB1	4
6387	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	PBSF|SCYB12|SDF-1a|SDF-1b|SDF1|SDF1A|SDF1B|TLSF-a|TLSF-b|TPAR1	10
10563	CXCL13	chemokine (C-X-C motif) ligand 13	ANGIE|ANGIE2|BCA-1|BCA1|BLC|BLR1L|SCYB13	4
2920	CXCL2	chemokine (C-X-C motif) ligand 2	CINC-2a|GRO2|GROb|MGSA-b|MIP-2a|MIP2|MIP2A|SCYB2	4
5196	PF4	platelet factor 4	CXCL4|MGC138298|SCYB4	4
6375	XCL1	chemokine (C motif) ligand 1	ATAC|LPTN|LTN|SCM-1|SCM-1a|SCM1|SCYC1	1
2921	CXCL3	chemokine (C-X-C motif) ligand 3	CINC-2b|GRO3|GROg|MIP-2b|MIP2B|SCYB3	4
55894	DEFB103A	defensin, beta 103A	DEFB103|DEFB3|HBD-3|HBD3|HBP-3|HBP3	8
6357	CCL13	chemokine (C-C motif) ligand 13	CKb10|MCP-4|MGC17134|NCC-1|NCC1|SCYA13|SCYL1	17
6346	CCL1	chemokine (C-C motif) ligand 1	I-309|P500|SCYA1|SISe|TCA3	17
1672	DEFB1	defensin, beta 1	BD1|DEFB-1|DEFB101|HBD1|MGC51822	8
6355	CCL8	chemokine (C-C motif) ligand 8	HC14|MCP-2|MCP2|SCYA10|SCYA8	17
1991	ELANE	elastase, neutrophil expressed	ELA2|GE|HLE|HNE|NE|PMN-E	19
414325	DEFB103B	defensin, beta 103B	-	8
1668	DEFA3	defensin, alpha 3, neutrophil-specific	DEF3|HNP-3|HNP3|HP-3	8
1667	DEFA1	defensin, alpha 1	DEF1|DEFA2|HNP-1|HP-1|MGC138393|MRS	8
9168	TMSB10	thymosin beta 10	MIG12|TB10	2
1671	DEFA6	defensin, alpha 6, Paneth cell-specific	DEF6|HD-6	8
1670	DEFA5	defensin, alpha 5, Paneth cell-specific	DEF5|HD-5|MGC129728	8
1669	DEFA4	defensin, alpha 4, corticostatin	DEF4|HNP-4|HP-4|HP4|MGC120099|MGC138296	8
3934	LCN2	lipocalin 2	24p3|NGAL	9
3933	LCN1	lipocalin 1 (tear prealbumin)	MGC71975|PMFA|TP|VEGP	9
10584	COLEC10	collectin sub-family member 10 (C-type lectin)	CLL1|MGC118794|MGC118795	8
671	BPI	bactericidal/permeability-increasing protein	-	20
6280	S100A9	S100 calcium binding protein A9	60B8AG|CAGB|CFAG|CGLB|L1AG|LIAG|MAC387|MIF|MRP14|NIF|P14	1
6279	S100A8	S100 calcium binding protein A8	60B8AG|CAGA|CFAG|CGLA|CP-10|L1Ag|MA387|MIF|MRP8|NIF|P8	1
117159	DCD	dermcidin	AIDD|DCD-1|DSEP|HCAP|MGC71930|PIF	12
158062	LCN6	lipocalin 6	LCN5|UNQ643|hLcn5	9
6283	S100A12	S100 calcium binding protein A12	CAAF1|CAGC|CGRP|ENRAGE|MRP6|p6	1
3347	HTN3	histatin 3	HIS2|HTN2|HTN5	4
138307	LCN8	lipocalin 8	EP17|LCN5	9
728358	LOC728358	defensin, alpha 1	-	8
2826	CCR10	chemokine (C-C motif) receptor 10	GPR2	17
1990	CELA1	chymotrypsin-like elastase family, member 1	ELA1	12
245909	DEFB106A	defensin, beta 106A	BD-6|DEFB-6|DEFB106|MGC118938|MGC118939|MGC118940|MGC118941|MGC133011|MGC133012	8
5179	PENK	proenkephalin	-	8
254240	BPIL2	bactericidal/permeability-increasing protein-like 2	-	22
4321	MMP12	matrix metallopeptidase 12 (macrophage elastase)	HME|MGC138506|MME	11
128859	BPIL3	bactericidal/permeability-increasing protein-like 3	LPLUNC6	20
116842	LEAP2	liver expressed antimicrobial peptide 2	LEAP-2	5
6441	SFTPD	surfactant protein D	COLEC7|PSP-D|SFTP4|SP-D	10
392399	LCN9	lipocalin 9	9230102I19Rik	9
80341	BPIL1	bactericidal/permeability-increasing protein-like 1	C20orf184|LPLUNC2|RYSR|dJ726C3.2	20
5730	PTGDS	prostaglandin D2 synthase 21kDa (brain)	LPGDS|PDS|PGD2|PGDS|PGDS2	9
7114	TMSB4X	thymosin beta 4, X-linked	FX|PTMB4|TB4X|TMSB4	X
8993	PGLYRP1	peptidoglycan recognition protein 1	MGC126894|MGC126896|PGLYRP|PGRP|PGRP-S|PGRPS|TAG7|TNFSF3L	19
56829	ZC3HAV1	zinc finger CCCH-type, antiviral 1	DKFZp686F2052|DKFZp686H1869|DKFZp686O19171|FLB6421|FLJ13288|MGC48898|ZAP|ZC3H2|ZC3HDC2	7
11013	TMSB15A	thymosin beta 15a	TMSB15|TMSL8|TMSNB|Tb15|TbNB	X
6285	S100B	S100 calcium binding protein B	NEF|S100|S100beta	21
6284	S100A13	S100 calcium binding protein A13	-	1
6277	S100A6	S100 calcium binding protein A6	2A9|5B10|CABP|CACY|PRA	1
245932	DEFB119	defensin, beta 119	DEFB-19|DEFB-20|DEFB120|ESC42-RELA|ESC42-RELB|MGC71893	20
245910	DEFB107A	defensin, beta 107A	BD-7|DEFB-7|DEFB107	8
245908	DEFB105A	defensin, beta 105A	BD-5|DEFB-5|DEFB105	8
3053	SERPIND1	serpin peptidase inhibitor, clade D (heparin cofactor), member 1	D22S673|HC2|HCF2|HCII|HLS2|LS2	22
140881	DEFB129	defensin, beta 129	C20orf87|DEFB-29|DEFB29|bA530N10.3|hBD-29	20
140850	DEFB127	defensin, beta 127	C20orf73|DEF-27|DEFB-27|DEFB27|bA530N10.2|hBD-27	20
6286	S100P	S100 calcium binding protein P	MIG9	4
6278	S100A7	S100 calcium binding protein A7	PSOR1|S100A7c	1
140596	DEFB104A	defensin, beta 104A	BD-4|DEFB-4|DEFB104|DEFB4|MGC118942|MGC118944|MGC118945|hBD-4	8
81623	DEFB126	defensin, beta 126	C20orf8|DEFB-26|DEFB26|ESP13.2|bA530N10.1|hBD-26	20
503841	DEFB106B	defensin, beta 106B	-	8
503618	DEFB104B	defensin, beta 104B	-	8
503614	DEFB107B	defensin, beta 107B	HsT21816	8
114771	PGLYRP3	peptidoglycan recognition protein 3	MGC149197|PGRP-Ialpha|PGRPIA	1
114770	PGLYRP2	peptidoglycan recognition protein 2	HMFT0141|PGLYRPL|PGRP-L|PGRPL|TAGL-like|tagL|tagL-alpha|tagl-beta	19
6281	S100A10	S100 calcium binding protein A10	42C|ANX2L|ANX2LG|CAL1L|CLP11|Ca[1]|GP11|MGC111133|P11|p10	1
6273	S100A2	S100 calcium binding protein A2	CAN19|MGC111539|S100L	1
245938	DEFB125	defensin, beta 125	DEFB-25|MGC57449	20
245936	DEFB123	defensin, beta 123	DEFB-23|ESC42-RELD	20
504180	DEFB105B	defensin, beta 105B	-	8
400830	DEFB132	defensin, beta 132	DEFB32|UNQ827	20
359710	C20orf185	chromosome 20 open reading frame 185	LPLUNC3|RYA3|dJ726C3.4	20
