ID	Symbol	Name	Synonyms	Chromosome
718	C3	complement component 3	ARMD9|ASP|CPAMD1	19
727	C5	complement component 5	CPAMD4|FLJ17816|FLJ17822|MGC142298	9
820	CAMP	cathelicidin antimicrobial peptide	CAP18|CRAMP|FALL-39|FALL39|HSD26|LL37	3
6346	CCL1	chemokine (C-C motif) ligand 1	I-309|P500|SCYA1|SISe|TCA3	17
6356	CCL11	chemokine (C-C motif) ligand 11	MGC22554|SCYA11	17
6357	CCL13	chemokine (C-C motif) ligand 13	CKb10|MCP-4|MGC17134|NCC-1|NCC1|SCYA13|SCYL1	17
6358	CCL14	chemokine (C-C motif) ligand 14	CC-1|CC-3|CKb1|FLJ16015|HCC-1|HCC-3|MCIF|NCC-2|NCC2|SCYA14|SCYL2|SY14	17
348249	CCL14-CCL15	chemokine ligand 14, chemokine ligand 15 transcription unit	-	17
6359	CCL15	chemokine (C-C motif) ligand 15	HCC-2|HMRP-2B|LKN1|Lkn-1|MIP-1d|MIP-5|NCC-3|NCC3|SCYA15|SCYL3|SY15	17
6360	CCL16	chemokine (C-C motif) ligand 16	CKb12|HCC-4|ILINCK|LCC-1|LEC|LMC|MGC117051|Mtn-1|NCC-4|NCC4|SCYA16|SCYL4	17
6361	CCL17	chemokine (C-C motif) ligand 17	A-152E5.3|ABCD-2|MGC138271|MGC138273|SCYA17|TARC	16
6362	CCL18	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)	AMAC-1|AMAC1|CKb7|DC-CK1|DCCK1|MIP-4|PARC|SCYA18	17
6363	CCL19	chemokine (C-C motif) ligand 19	CKb11|ELC|MGC34433|MIP-3b|MIP3B|SCYA19	9
6347	CCL2	chemokine (C-C motif) ligand 2	GDCF-2|HC11|HSMCR30|MCAF|MCP-1|MCP1|MGC9434|SCYA2|SMC-CF	17
6364	CCL20	chemokine (C-C motif) ligand 20	CKb4|LARC|MIP-3a|MIP3A|SCYA20|ST38	2
6366	CCL21	chemokine (C-C motif) ligand 21	6Ckine|CKb9|ECL|MGC34555|SCYA21|SLC|TCA4	9
6367	CCL22	chemokine (C-C motif) ligand 22	A-152E5.1|ABCD-1|DC/B-CK|MDC|MGC34554|SCYA22|STCP-1	16
6368	CCL23	chemokine (C-C motif) ligand 23	CK-BETA-8|CKb8|Ckb-8|Ckb-8-1|MIP-3|MIP3|MPIF-1|SCYA23	17
6369	CCL24	chemokine (C-C motif) ligand 24	Ckb-6|MPIF-2|MPIF2|SCYA24	7
6370	CCL25	chemokine (C-C motif) ligand 25	Ckb15|MGC150327|SCYA25|TECK	19
10344	CCL26	chemokine (C-C motif) ligand 26	IMAC|MGC126714|MIP-4a|MIP-4alpha|SCYA26|TSC-1	7
10850	CCL27	chemokine (C-C motif) ligand 27	ALP|CTACK|CTAK|ESKINE|ILC|PESKY|SCYA27	9
56477	CCL28	chemokine (C-C motif) ligand 28	CCK1|MEC|MGC71902|SCYA28	5
6348	CCL3	chemokine (C-C motif) ligand 3	G0S19-1|LD78ALPHA|MIP-1-alpha|MIP1A|SCYA3	17
6349	CCL3L1	chemokine (C-C motif) ligand 3-like 1	464.2|D17S1718|G0S19-2|LD78|LD78BETA|MGC104178|MGC12815|MGC182017|MIP1AP|SCYA3L|SCYA3L1	17
390788	CCL3L2	chemokine (C-C motif) ligand 3-like 2	G0S19-3|LD78gamma|SCYA3L2	17
414062	CCL3L3	chemokine (C-C motif) ligand 3-like 3	464.2|D17S1718|LD78|LD78BETA|MGC12815|SCYA3L|SCYA3L1	17
