Clone ID	Access. N°	Status	Symbol	Name	Function	Chrom. Loc.
363991	BC042998	down	ADD1	adducin 1 (alpha)	cytoskeleton	4p16.3
41411	NM_000681	down	ADRA2A	adrenergic, alpha-2A-, receptor	membrane protein	10q24-q26
211995	NM_003739	down	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	metabolism	10p15-p14
611660	NM_000036	down	AMPD1	adenosine monophosphate deaminase 1 (isoform M)	metabolism	1p13
203264	NM_021069	down	ARGBP2	Arg/Abl-interacting protein ArgBP2	metabolism	4q35.1
33794	NM_005174	down	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	metabolism	10q22-q23
127950	NM_005174	down	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	metabolism	10q22-q23
341121	NM_004047	down	ATP6V0B	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit c	metabolism	1p32.3
247909	NM_015941	down	ATP6V1H	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H	metabolism	8p22-q22.3
340995	NM_000052	down	ATP7A	ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)	metabolism	xq13.2-q13.3
342416	NM_004048	down	B2M	beta-2-microglobulin	immun system	15q21-q22.2
878798	NM_004048	down	B2M	beta-2-microglobulin	immun system	15q21-q22.2
155774	NM_005881	down	BCKDK	branched chain alpha-ketoacid dehydrogenase kinase	metabolism	16p11.1
878681	NM_015250	down	BICD2	coiled-coil protein BICD2	cytoskeleton	9q22.2
611123	NM_003678	down	C22ORF19	chromosome 22 open reading frame 19	miscellaneous	22q12
123664	NM_000715	down	C4BPA	complement component 4 binding protein, alpha	immun system	1q32
345437	NM_022107	down	C6ORF9	chromosome 6 open reading frame 9	miscellaneous	6p21.3
345706	NM_005181	down	CA3	carbonic anhydrase III, muscle specific	metabolism	8q13-q22
486151	NM_020247	down	CABC1	chaperone, ABC1 activity of bc1 complex like (S. pombe)	chaperone	1q42.11
277740	NM_004059	down	CCBL1	cysteine conjugate-beta lyase; cytoplasmic	metabolism	9q34.2
502658	NM_002986	down	CCL11	chemokine (C-C motif) ligand 11	cell adhesion	17q21.1-q21.2
563130	NM_031966	down	CCNB1	cyclin B1	cell cycle	5q12
375781	NM_004701	down	CCNB2	cyclin B2	cell cycle	15q21.2
428103	NM_001765	down	CD1C	CD1C antigen, c polypeptide	membrane protein	1q22-q23
200714	NM_014257	down	CD209L	CD209 antigen-like	membrane protein	19p13
510130	NM_004063	down	CDH17	cadherin 17, LI cadherin (liver-intestine)	cell adhesion	8q22.1
358041	NM_001803	down	CDW52	CDW52 antigen (CAMPATH-1 antigen)	membrane protein	1p36
323766	NM_001281	down	CKAP1	cytoskeleton-associated protein 1	chaperone	19q13.11-q13.12
510977	NM_001823	down	CKB	creatine kinase, brain	metabolism	14q32
301119	NM_001825	down	CKMT2	creatine kinase, mitochondrial 2 (sarcomeric)	metabolism	5q13.3
359119	NM_001827	down	CKS2	CDC28 protein kinase regulatory subunit 2	cell cycle	9q22
41099	NM_001839	down	CNN3	calponin 3, acidic	cytoskeleton	1p22-p21
24884	NM_001843	down	CNTN1	contactin 1	cell adhesion	12q11-q12
346269	NM_001849	down	COL6A2	collagen, type VI, alpha 2	extracellular matrix component	21q22.3
513189	NM_016451	down	COPB	coatomer protein complex, subunit beta	transporter	11p15.2
323753	NM_016429	down	COPZ2	copz2 for nonclathrin coat protein zeta-cop	transporter	17q21.32
248263	NM_001862	down	COX5B	cytochrome c oxidase subunit Vb	metabolism	2cen-q13
549361	NM_001862	down	COX5B	cytochrome c oxidase subunit Vb	metabolism	2cen-q13
632026	NM_001863	down	COX6B	cytochrome c oxidase subunit VIb	metabolism	19q13.1
529882	NM_001865	down	COX7A2	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	metabolism	6q12
46147	NM_004718	down	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like	metabolism	2p21
129146	NM_004718	down	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like	metabolism	2p21
530338	NM_001867	down	COX7C	cytochrome c oxidase subunit VIIc	metabolism	5q14
43941	NM_001895	down	CSNK2A1	casein kinase 2, alpha 1 polypeptide	signal transduction	20p13
245614	NM_004079	down	CTSS	cathepsin S	protease	1q21
429544	NM_018947	down	CYCS	cytochrome c, somatic	apoptosis	7p15.2
258870	NM_000103	down	CYP19A1	cytochrome P450, family 19, subfamily A, polypeptide 1	metabolism	15q21.1
341699	NM_001344	down	DAD1	defender against cell death 1	apoptosis	14q11-q12
345694	NM_001920	down	DCN	decorin	extracellular matrix component	12q13.2
1016390	NM_003472	down	DEK	DEK oncogene (DNA binding)	transcription factor	6p23
123916	L19267	down	DMWD	dystrophia myotonica-containing WD repeat motif	meiosis	19q13.3
247055	NM_004949	down	DSC2	desmocollin 2	cell adhesion	18q12.1
324006	NM_004414	down	DSCR1	Down syndrome critical region gene 1	signal transduction	21q22.12
257708	NM_004417	down	DUSP1	dual specificity phosphatase 1	metabolism	5q34
1030065	NM_004421	down	DVL1	dishevelled, dsh homolog 1 (Drosophila)	development	1p36
1902297	NM_001959	down	EEF1B2	eukaryotic translation elongation factor 1 beta 2	translation	2q33-q34
1869652	NM_001963	down	EGF	epidermal growth factor (beta-urogastrone)	cell proliferation	4q25
210698	NM_019114	down	EHM2	erythrocyte membrane protein band 4.1 like 4B	cytoskeleton	9q22.1-q22.3
510235	NM_001428	down	ENO1	enolase 1, (alpha)	transcription factor	1p36.3-p36.2
682268	NM_005236	down	ERCC4	excision repair cross-complementing rodent repair deficiency, complementation group 4	DNA processing	16p13.3-p13.11
310057	AK093643	down	ESD	esterase D/formylglutathione hydrolase	serine esterase	13q14.1-q14.2
27506	AK091061	down	EST	EST	NA	NA
40017	NA	down	EST	EST	NA	NA
53331	BI116667	down	EST	EST	NA	NA
66832	NA	down	EST	EST	NA	NA
66836	NA	down	EST	EST	NA	NA
67776	NA	down	EST	EST	NA	NA
68227	NA	down	EST	EST	NA	NA
71096	T47426	down	EST	EST	NA	NA
79829	T64105	down	EST	EST	NA	NA
108370	H69555	down	EST	EST	NA	NA
130173	AL834155	down	EST	EST	NA	NA
133334	R26848	down	EST	EST	NA	NA
172444	AF131776	down	EST	EST	NA	NA
174388	NA	down	EST	EST	NA	NA
191714	AF147412	down	EST	EST	NA	NA
206522	BU739813	down	EST	EST	NA	NA
236008	NA	down	EST	EST	NA	NA
240753	AF147438	down	EST	EST	NA	NA
257170	NA	down	EST	EST	NA	NA
321733	W35206	down	EST	EST	NA	NA
321783	W33169	down	EST	EST	NA	NA
323681	W44484	down	EST	EST	NA	NA
324757	W47162	down	EST	EST	NA	NA
358267	W95517	down	EST	EST	NA	NA
509584	AA045584	down	EST	EST	NA	NA
510354	AA055554	down	EST	EST	NA	NA
526038	AA075966	down	EST	EST	NA	NA
530744	BU958637	down	EST	EST	NA	NA
530773	AW974300	down	EST	EST	NA	NA
544841	NA	down	EST	EST	NA	NA
546664	NA	down	EST	EST	NA	NA
546935	AA083549	down	EST	EST	NA	NA
547224	AA085168	down	EST	EST	NA	NA
547334	NA	down	EST	EST	NA	NA
548702	AA125823	down	EST	EST	NA	NA
563819	BM994430	down	EST	EST	NA	NA
611623	NA	down	EST	EST	NA	NA
24609	NM_021806	down	FAM3A	family with sequence similarity 3, member A	NA	xq28
244810	AF090936	down	FGA	fibrinogen, A alpha polypeptide	cell adhesion	4q28
201352	NM_005141	down	FGB	fibrinogen, B beta polypeptide	cell adhesion	4q28
509515	NM_017892	down	FNBP3	formin binding protein 3	signal transduction	2q23.3
31027	NM_004860	down	FXR2	fragile X mental retardation, autosomal homolog 2	RNA processing	17p13.1
43276	NM_018590	down	GALNACT-2	chondroitin sulfate GalNAcT-2	transporter	10q11.22
301258	NM_005257	down	GATA6	GATA binding protein 6	transcription factor	18q11.1-q11.2
325058	NM_002092	down	GRSF1	G-rich RNA sequence binding factor 1	RNA processing	4q13
489961	NM_002096	down	GTF2F1	general transcription factor IIF, polypeptide 1, 74kDa	transcription factor	19p13.3
489497	NM_001517	down	GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa	transcription factor	6p21.3
667303	NM_003542	down	H4FG	histone 1, H4c	chromatin architecture	6p21.3
120572	NM_014877	down	HELZ	helicase with zinc finger domain	RNA processing	17q24.2
256846	NM_005734	down	HIPK3	homeodomain interacting protein kinase 3	kinase	11p13
123953	NM_002123	down	HLA-DQB1	major histocompatibility complex, class II, DQ beta 1	immun system	6p21.3
261204	H98218	down	HMGA2	high mobility group AT-hook 2	chromatin architecture	12q15
43338	NM_031314	down	HNRPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	RNA processing	14q11.1
144853	NM_015852	down	H-PLK	Krueppel-related zinc finger protein	transcription factor	7p14.1
208413	NM_002151	down	HPN	hepsin	protease	19q11-q13.2
305045	NM_004134	down	HSPA9B	heat shock 70kDa protein 9B (mortalin-2)	metabolism	5q31.1
612365	NM_004134	down	HSPA9B	heat shock 70kDa protein 9B (mortalin-2)	metabolism	5q31.1
376769	NM_014176	down	HSPC150	HSPC150 protein similar to ubiquitin-conjugating enzyme	protein folding	1q32.3
1184178	NM_016462	down	HSPC194	hypothetical protein HSPC194	membrane protein	6p22.3
471918	NM_000873	down	ICAM2	intercellular adhesion molecule 2	cell adhesion	17q23-q25
2783684	NM_001546	down	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	transcription factor	6p22-p21
525983	NM_005896	down	IDH1	isocitrate dehydrogenase 1 (NADP+), soluble	metabolism	2q33.3
121265	NM_000629	down	IFNAR1	interferon (alpha, beta and omega) receptor 1	signal transduction	21q22.11
306555	NM_005534	down	IFNGR2	interferon gamma receptor 2 (interferon gamma transducer 1)	signal transduction	21q22.11
247905	NM_006082	down	K-ALPHA-1	tubulin, alpha, ubiquitous	cytoskeleton	12q12-12q14.3
38056	NM_002264	down	KPNA1	karyopherin alpha 1 (importin alpha 5)	DNA processing	3q21
67740	NM_015515	down	KRT23	keratin 23 (histone deacetylase inducible)	cytoskeleton	17q21.1
2266576	NM_000227	down	LAMA3	laminin, alpha 3	cell adhesion	18q11.2
364012	NM_002291	down	LAMB1	laminin, beta 1	cell adhesion	7q22
45021	NM_015541	down	LRIG1	leucine-rich repeats and immunoglobulin-like domains 1	membrane protein	3
37345	NM_002332	down	LRP1	low density lipoprotein-related protein 1	metabolism	12q13-q14
489772	NM_133259	down	LRPPRC	leucine-rich PPR-motif containing	NA	2p22.1
268150	NM_005900	down	MADH1	MAD, mothers against decapentaplegic homolog 1 (Drosophila)	signal transduction	4q28
665818	NM_002359	down	MAFG	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	transcription factor	17q25
53316	NM_005917	down	MDH1	malate dehydrogenase 1, NAD (soluble)	metabolism	2p13.3
209710	NM_000900	down	MGP	matrix Gla protein	extracellular matrix component	12p13.1-p12.3
45706	NM_012286	down	MRGX	mortality factor 4 like 2	cell growth	xq22
611255	NM_002469	down	MYF6	myogenic factor 6 (herculin)	muscle contraction	12q21
561922	NM_005963	down	MYH1	myosin, heavy polypeptide 1, skeletal muscle, adult	muscle contraction	17p13.1
201925	NM_079420	down	MYL1	myosin, light polypeptide 1, alkali; skeletal, fast	muscle contraction	2q33-q34
68351	NM_003803	down	MYOM1	myomesin 1 (skelemin) 185kDa	muscle contraction	18p11.31-p11.32
310088	NM_004541	down	NDUFA1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa	metabolism	xq24
193672	NM_002489	down	NDUFA4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa	metabolism	7p22.1
327740	NM_002489	down	NDUFA4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa	metabolism	7p22.1
306510	NM_002490	down	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	metabolism	22q13.2-q13.31
359147	NM_005002	down	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa	metabolism	12p13.3
155219	NM_007103	down	NDUFV1	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51 kDa	metabolism	11q13
611946	NM_004404	down	NEDD5	neural precursor cell expressed, developmentally down-regulated 5	cell cycle	2q37
69584	NM_014397	down	NEK6	NIMA (never in mitosis gene a)-related kinase 6	kinase	9q33.3-q34.11
39961	NM_000269	down	NME1	non-metastatic cells 1, protein (NM23A) expressed in	transcription factor	17q21.3
845363	NM_000269	down	NME1	non-metastatic cells 1, protein (NM23A) expressed in	transcription factor	17q21.3
951066	NM_002512	down	NME2	non-metastatic cells 2, protein (NM23B) expressed in	transcription factor	17q21.3
358943	NM_024408	down	NOTCH2	Notch homolog 2 (Drosophila)	miscellaneous	1p13-p11
549212	NM_002520	down	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	cell proliferation	5q35
346016	NM_000917	down	P4HA1	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide I	extracellular matrix component	10q21.3-q23.1
