Probe Set ID	Gene Title	Gene Symbol	RefSeq Transcript ID
100839_at	NA	NA	NA
100910_at	NA	NA	NA
101204_at	NA	NA	NA
101217_at	NA	NA	NA
101218_at	NA	NA	NA
101220_at	NA	NA	NA
101225_at	NA	NA	NA
101364_at	NA	NA	NA
101399_at	NA	NA	NA
101526_at	NA	NA	NA
101541_at	NA	NA	NA
101642_at	NA	NA	NA
101646_at	NA	NA	NA
101668_at	NA	NA	NA
101674_at	NA	NA	NA
101781_f_at	NA	NA	NA
101783_i_at	NA	NA	NA
101982_at	NA	NA	NA
102080_at	NA	NA	NA
102094_f_at	NA	NA	NA
102130_f_at	NA	NA	NA
102137_f_at	NA	NA	NA
102158_at	NA	NA	NA
102170_at	NA	NA	NA
102477_at	NA	NA	NA
102652_at	NA	NA	NA
102767_at	NA	NA	NA
102777_at	NA	NA	NA
102946_r_at	NA	NA	NA
103344_at	NA	NA	NA
103731_at	NA	NA	NA
104175_at	NA	NA	NA
104225_at	NA	NA	NA
104612_g_at	NA	NA	NA
104665_g_at	NA	NA	NA
160080_r_at	NA	NA	NA
160157_at	NA	NA	NA
160241_at	NA	NA	NA
160476_f_at	NA	NA	NA
160599_r_at	NA	NA	NA
160601_at	NA	NA	NA
160642_at	NA	NA	NA
160685_at	NA	NA	NA
160691_at	NA	NA	NA
160837_at	NA	NA	NA
161022_at	NA	NA	NA
161133_at	NA	NA	NA
161154_at	NA	NA	NA
161162_at	NA	NA	NA
161198_r_at	NA	NA	NA
161227_r_at	NA	NA	NA
161228_f_at	NA	NA	NA
161233_at	NA	NA	NA
161240_f_at	NA	NA	NA
161246_at	NA	NA	NA
161272_f_at	NA	NA	NA
161406_at	Transcribed locus, weakly similar to NP_076356.1 RIKEN cDNA 8030498B09 gene [Mus musculus]	NA	NA
161498_at	NA	NA	NA
161519_f_at	NA	NA	NA
161547_f_at	NA	NA	NA
161626_f_at	NA	NA	NA
161633_r_at	NA	NA	NA
161677_r_at	NA	NA	NA
161680_r_at	NA	NA	NA
161750_f_at	NA	NA	NA
161844_at	NA	NA	NA
161872_f_at	NA	NA	NA
161877_f_at	NA	NA	NA
161934_f_at	NA	NA	NA
161948_f_at	NA	NA	NA
161961_at	NA	NA	NA
162013_f_at	NA	NA	NA
162017_at	NA	NA	NA
162020_at	NA	NA	NA
162058_f_at	NA	NA	NA
162096_at	NA	NA	NA
162131_f_at	NA	NA	NA
162159_i_at	NA	NA	NA
162165_f_at	NA	NA	NA
162189_r_at	NA	NA	NA
162225_f_at	NA	NA	NA
162311_f_at	NA	NA	NA
162339_r_at	NA	NA	NA
162353_at	NA	NA	NA
162363_at	Transcribed locus	NA	NA
162433_f_at	NA	NA	NA
162441_i_at	NA	NA	NA
92241_at	NA	NA	NA
92260_at	MRNA containing B1 element, clone vario	NA	NA
92336_at	NA	NA	NA
92337_g_at	NA	NA	NA
92370_at	NA	NA	NA
92385_at	NA	NA	NA
92451_at	NA	NA	NA
92518_at	NA	NA	NA
92684_at	NA	NA	NA
