CloneID	UGCluster	Symbol	Chromosome	Cytoband	q.value...	Log2Rat
704905	Hs.190334	RAP1A	1	1p13.3	2.0771464	-0.7264831
1572980	Hs.356368	HAO2	1	1p13.3-p13.1	0	-2.7774957
1635983	Hs.356368	HAO2	1	1p13.3-p13.1	0	-1.9361972
1535106	Hs.356368	HAO2	1	1p13.3-p13.1	0	-1.6971216
1553568	Hs.356368	HAO2	1	1p13.3-p13.1	0	-1.539756
856354	Hs.531176	SARS	1	1p13.3-p13.1	1.3090616	-0.8998155
853687	Hs.904	AGL	1	1p21	1.5687539	-1.264387
281757	Hs.170053	GPR88	1	1p21.3	1.3090616	-1.3257897
770957	Hs.335034	DPYD	1	1p22	4.3499731	-0.7183432
469235	Hs.180946	LOC388650	1	1p22.1	2.0771464	-0.9136848
144916	Hs.534284	GBP3	1	1p22.2	2.2269093	-1.2809043
298155	Hs.445040	ACADM	1	1p31	2.2269093	-0.812575
382649	Hs.479491	FLJ23091	1	1p31.2	4.9367209	-0.5580395
855395	Hs.476365	SCP2	1	1p32	2.0771464	-1.1065921
202682	Hs.93210	C8A	1	1p32	2.5893073	-0.6578558
1872828	Hs.476365	SCP2	1	1p32	3.3031713	-0.8318672
83210	Hs.391835	C8B	1	1p32	3.9045713	-0.6890749
269269	Hs.482390	TGFBR3	1	1p33-p32	1.2851815	-0.8666244
2576914	Hs.474584	AKR1A1	1	1p33-p32	2.2269093	-0.7882727
399302	Hs.75668	FLJ14490	1	1p34.2	0	-2.0393173
784124	Hs.78824	TIE1	1	1p34-p33	4.3499731	-0.7279319
132354	Hs.197043	MAN1C1	1	1p35	1.0143514	-0.7965861
782688	Hs.406050	DNALI1	1	1p35.1	1.3090616	-0.8663464
244044	Hs.467753	C1QG	1	1p36.11	1.0143514	-0.8116905
756405	Hs.76884	ID3	1	1p36.13-p36.12	2.0771464	-1.0800794
1475595	Hs.75431	ALPL	1	1p36.1-p34	0.5870943	-0.9368542
782826	Hs.126137	BACH	1	1p36.31-p36.11	4.3499731	-0.7815071
1580091	Hs.30026	HSPC182	1	1p36.33	3.3031713	-0.7589184
1637203	Hs.9641	C1QA	1	1p36.3-p34.1	2.2269093	-0.80987
491403	Hs.256278	TNFRSF1B	1	1p36.3-p36.2	1.5687539	-0.7780849
85394	Hs.405156	PPAP2B	1	1pter-p22.1	0	-1.0048888
489201	Hs.405156	PPAP2B	1	1pter-p22.1	0.5870943	-1.0685154
2018807	Hs.158287	SDC3	1	1pter-p22.3	3.9045713	-0.6746792
754491	Hs.181301	CTSS	1	1q21	2.0771464	-0.8275896
687875	Hs.181301	CTSS	1	1q21	2.2269093	-0.7907279
488488	Hs.533977	TXNIP	1	1q21.1	0.5870943	-1.1447847
813614	Hs.1076	SPRR1B	1	1q21-q22	0	-1.2568382
454333	Hs.134035	CD5L	1	1q21-q23	2.2269093	-0.9807094
260200	Hs.153837	MNDA	1	1q22	1.8545039	-0.6490262
824602	Hs.380250	IFI16	1	1q22	2.0771464	-0.8151344
1584403	Hs.287735	TRIM46	1	1q22	4.9367209	-0.9016285
756471	Hs.492155	IGSF9	1	1q22-q23	0.7827924	-1.2146457
145932	Hs.433300	FCER1G	1	1q23	0	-1.2142086
235155	Hs.433300	FCER1G	1	1q23	0.5870943	-0.9486141
51447	Hs.372679	FCGR3A	1	1q23	2.5893073	-0.8079873
292524	Hs.492655	FCGR2B	1	1q23	3.9045713	-1.0377903
2494805	Hs.497200	PLA2G4A	1	1q25	0	-0.9727324
813707	Hs.413297	RGS16	1	1q25-q31	0	-2.130902
785518	Hs.432458	PRG4	1	1q25-q31	0	-1.4514067
2509113	Hs.432458	PRG4	1	1q25-q31	3.9045713	-0.705218
51746	Hs.130171	RGS7	1	1q43	0	-0.9650983
193518	Hs.409081	OPN3	1	1q43	3.9045713	-0.9117706
1554439	Hs.550811		1		0	-0.9631758
1557661	Hs.562188		1		0.7827924	-0.9915626
669359	Hs.23729		1		2.5893073	-1.2034528
1583526	Hs.537960		1		2.5893073	-0.8417995
80715	Hs.534373	VAMP8	2	2p12-p11.2	1.8545039	-0.8069528
823779	Hs.468840	PLEK	2	2p13.3	5.4562362	-0.6532216
486436	Hs.516217	UGP2	2	2p14-p13	3.117673	-0.8087374
109310	Hs.368805	HAAO	2	2p21	3.3031713	-0.6280784
1637121	Hs.515966		2	2p21	4.9367209	-0.8805182
461118	Hs.446292		2	2p21	5.4562362	-0.6664141
233679	Hs.27836	FNDC4	2	2p23.3	4.3499731	-0.6721255
127709	Hs.250	XDH	2	2p23-p22	1.5687539	-1.1789237
253141	Hs.502876	RHOB	2	2p24	3.3031713	-0.7016579
277305	Hs.502876	RHOB	2	2p24	3.9045713	-0.588118
1635538	Hs.224607	SDC1	2	2p24.1	1.8545039	-1.0739919
240151	Hs.180919	ID2	2	2p25	3.117673	-0.715981
1472469	Hs.536122	TXNDC9	2	2q11.2	2.0771464	-0.6673735
588039	Hs.171971	EDAR	2	2q11-q13	1.3090616	-0.7680235
454232	Hs.528525	ANAPC1	2	2q12.1	0.5870943	-0.9232348
2551147	Hs.185055	BENE	2	2q13	2.2269093	-1.4193516
824109	Hs.34871	ZFHX1B	2	2q22	0.5870943	-0.884505
447622	Hs.34871	ZFHX1B	2	2q22	4.9367209	-0.6047313
278430	Hs.435557	KIF5C	2	2q23.1	5.4562362	-1.6702071
784593	Hs.6838	ARHE	2	2q23.3	1.8545039	-0.8550762
1635414	Hs.128427	UPP2	2	2q24.1	0	-2.3717828
1534053	Hs.128427	UPP2	2	2q24.1	0	-1.6079646
502791	Hs.444451	ZAK	2	2q24.2	4.9367209	-0.6507349
1031045	Hs.1176	SLC4A3	2	2q36	0.5870943	-0.9959763
247117	Hs.144567	AGXT	2	2q36-q37	0	-2.742733
626967	Hs.37009	ALPI	2	2q37.1	4.9367209	-0.5978965
770837	Hs.397891	PASK	2	2q37.3	0.5870943	-1.0454362
1056261	Hs.547554		2		0	-1.1537482
687638	Hs.439145		2		1.5687539	-0.9096165
121214	Hs.283883		2		1.8545039	-1.0552789
855024	Hs.418040		2		2.2269093	-0.7812
687551	Hs.186512	SUCLG2	3	3p14.1	2.2269093	-0.7801998
472008	Hs.301921	CCR1	3	3p21	1.5687539	-0.7795929
82738	Hs.476453	DNASE1L3	3	3p21.1-3p14.3	0	-1.5661843
83083	Hs.76716	ITIH3	3	3p21.2-p21.1	1.8545039	-0.7154282
215000	Hs.348500	VIPR1	3	3p22	0.5870943	-1.0649864
345553	Hs.476092	TNA	3	3p22-p21.3	2.2269093	-0.7968536
1587863	Hs.166160	ACAA1	3	3p23-p22	0.7827924	-1.0952433
85097	Hs.64016	PROS1	3	3q11.2	2.2269093	-0.7394582
260052	Hs.14601	HCLS1	3	3q13	0	-0.9776921
767183	Hs.14601	HCLS1	3	3q13	1.8545039	-0.8621063
1543803	Hs.14601	HCLS1	3	3q13	5.4562362	-0.5517921
1502688	Hs.434927	TMEM39A	3	3q13.33	1.8545039	-0.8514437
2569190	Hs.269512	FSTL1	3	3q13.33	3.3031713	-0.6176928
241874	Hs.441378	FLJ12592	3	3q22.1	0.5870943	-0.9172341
223350	Hs.558314	CP	3	3q23-q25	0.5870943	-1.092253
1536240	Hs.477898	HPS3	3	3q24	0	-1.2224108
179211	Hs.231320	GPR160	3	3q26.2-q27	2.0771464	-1.4999945
681917	Hs.478673	IL1RAP	3	3q28	2.5893073	-0.8325586
758339	Hs.478673	IL1RAP	3	3q28	3.9045713	-0.5188394
1856218	Hs.567320	OSTalpha	3	3q29	3.3031713	-0.8063795
124203	Hs.19339		3		0.7827924	-0.9341687
71432	Hs.512587		3		3.3031713	-0.7073121
141623	Hs.479264	LAP3	4	4p15.32	3.9045713	-0.705846
1855734	Hs.79276	KIAA0232	4	4p16.1	0	-1.1622773
121218	Hs.81564	PF4	4	4q12-q21	1.8545039	-0.8168224
323238	Hs.789	CXCL1	4	4q21	0.7827924	-1.1762213
324437	Hs.789	CXCL1	4	4q21	1.8545039	-1.2190374
324342	Hs.437365	ASAHL	4	4q21.1	1.2851815	-1.004474
76169	Hs.162963	ANTXR2	4	4q21.21	5.4562362	-0.6665681
491644	Hs.546392	PLAC8	4	4q21.3	2.0771464	-1.011108
307231	Hs.4	ADH1B	4	4q21-q23	3.9045713	-0.7767154
784168	Hs.480311	PDLIM5	4	4q22	0	-0.9794558
35804	Hs.12248	CXXC4	4	4q22-q24	0.5870943	-1.109992
293819	Hs.124696	DHRS6	4	4q24	1.0143514	-0.9998604
276126	Hs.431926	NFKB1	4	4q24	1.8545039	-0.7643879
199558	Hs.124696	DHRS6	4	4q24	4.3499731	-0.7613011
429555	Hs.351593	FGA	4	4q28	3.117673	-0.698142
754393	Hs.29645	LOC90826	4	4q31.23	3.3031713	-0.8627456
813424	Hs.183958	PPID	4	4q31.3	0	-1.0900763
814062	Hs.205572	KIAA0922	4	4q31.3	4.3499731	-0.7959379
2551468	Hs.24258	GUCY1A3	4	4q31.3-q33	2.2269093	-0.8247902
160485	Hs.24258	GUCY1A3	4	4q31.3-q33	3.117673	-0.7371812
51749	Hs.24258	GUCY1A3	4	4q31.3-q33	3.3031713	-0.7172682
461535	Hs.183671	TDO2	4	4q31-q32	0	-1.6972087
229901	Hs.75262	CTSO	4	4q31-q32	1.5687539	-0.8488061
86220	Hs.183671	TDO2	4	4q31-q32	2.5893073	-0.7663068
1461558	Hs.75262	CTSO	4	4q31-q32	3.3031713	-0.8496154
283617	Hs.556658	KIAA1450	4	4q32.1	0	-1.4013606
730313	Hs.415576	FLJ25371	4	4q32.1	0.5870943	-1.4156849
51992	Hs.481186	CLCN3	4	4q33	0	-1.3580148
784910	Hs.75819	GPM6A	4	4q34	0	-1.6091796
868838	Hs.77348	HPGD	4	4q34-q35	0	-2.2797533
82734	Hs.406678	ACSL1	4	4q34-q35	0.5870943	-1.3981018
2014138	Hs.406678	ACSL1	4	4q34-q35	0.5870943	-1.1555277
195358	Hs.1430	F11	4	4q35	3.9045713	-0.6031679
144675	Hs.29499	TLR3	4	4q35	4.3499731	-0.8880161
