Probe Set ID	Gene Title	Gene Symbol	RefSeq Transcript ID
100154_at	NA	NA	NA
100344_at	NA	NA	NA
100616_at	NA	NA	NA
100617_at	NA	NA	NA
100681_f_at	NA	NA	NA
100910_at	NA	NA	NA
101036_at	NA	NA	NA
101217_at	NA	NA	NA
101220_at	NA	NA	NA
101348_at	NA	NA	NA
101430_at	NA	NA	NA
101500_at	NA	NA	NA
101508_at	NA	NA	NA
101526_at	NA	NA	NA
101568_at	NA	NA	NA
101782_at	NA	NA	NA
101783_i_at	NA	NA	NA
101913_at	NA	NA	NA
101958_f_at	NA	NA	NA
101959_r_at	NA	NA	NA
101982_at	NA	NA	NA
102090_f_at	NA	NA	NA
102095_f_at	NA	NA	NA
102110_at	NA	NA	NA
102137_f_at	NA	NA	NA
102158_at	NA	NA	NA
102193_at	NA	NA	NA
102261_f_at	NA	NA	NA
102724_at	NA	NA	NA
102767_at	NA	NA	NA
103070_at	NA	NA	NA
103362_at	NA	NA	NA
103481_at	NA	NA	NA
103530_at	NA	NA	NA
103630_at	NA	NA	NA
103635_at	NA	NA	NA
104019_at	NA	NA	NA
104030_at	Transcribed locus	NA	NA
104175_at	NA	NA	NA
104298_at	NA	NA	NA
104367_at	NA	NA	NA
104414_at	NA	NA	NA
104709_at	NA	NA	NA
160063_i_at	NA	NA	NA
160113_at	NA	NA	NA
160124_r_at	NA	NA	NA
160127_at	NA	NA	NA
160198_at	NA	NA	NA
160272_at	NA	NA	NA
160273_at	Brf2 gene, 3 UTR	NA	NA
160450_at	NA	NA	NA
160563_at	CDNA, clone:Y0G0116J03, strand:plus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000067823, based on BLAT search	NA	NA
160642_at	NA	NA	NA
160685_at	NA	NA	NA
160745_at	NA	NA	NA
160837_at	NA	NA	NA
161085_r_at	NA	NA	NA
161124_at	NA	NA	NA
161147_f_at	NA	NA	NA
161193_r_at	NA	NA	NA
161227_r_at	NA	NA	NA
161246_at	NA	NA	NA
161271_r_at	NA	NA	NA
161310_at	NA	NA	NA
161316_f_at	NA	NA	NA
161428_at	NA	NA	NA
161441_f_at	NA	NA	NA
161485_r_at	NA	NA	NA
161519_f_at	NA	NA	NA
161535_at	NA	NA	NA
161543_at	NA	NA	NA
161626_f_at	NA	NA	NA
161683_r_at	NA	NA	NA
161844_at	NA	NA	NA
161865_r_at	NA	NA	NA
161912_r_at	NA	NA	NA
161929_at	NA	NA	NA
161948_f_at	NA	NA	NA
162002_r_at	NA	NA	NA
162020_at	NA	NA	NA
162027_f_at	NA	NA	NA
162047_f_at	NA	NA	NA
162081_f_at	NA	NA	NA
162104_f_at	NA	NA	NA
162132_f_at	NA	NA	NA
162159_i_at	NA	NA	NA
162229_at	Transcribed locus, strongly similar to XP_343804.1 ribosomal protein S4, X-linked [Rattus norvegicus]	NA	NA
162318_r_at	NA	NA	NA
162379_r_at	NA	NA	NA
162397_r_at	NA	NA	NA
162403_at	NA	NA	NA
162433_f_at	NA	NA	NA
162501_at	NA	NA	NA
92268_at	NA	NA	NA
92330_r_at	NA	NA	NA
92338_f_at	Adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430503O15 product:MSZF33 (FRAGMENT) homolog [Mus musculus], full insert sequence	NA	NA
92834_at	NA	NA	NA
92871_at	NA	NA	NA
92945_at	NA	NA	NA
93153_at	NA	NA	NA
93539_at	NA	NA	NA
93932_at	NA	NA	NA
93965_r_at	NA	NA	NA
94012_at	NA	NA	NA
94027_at	CDNA clone IMAGE:30033444, partial cds	NA	NA
94295_at	NA	NA	NA
94962_g_at	NA	NA	NA
95505_at	NA	NA	NA
95514_at	NA	NA	NA
95629_at	NA	NA	NA
95634_at	NA	NA	NA
96096_f_at	NA	NA	NA
96192_at	NA	NA	NA
96252_at	NA	NA	NA
96309_r_at	NA	NA	NA
96391_at	Transcribed locus, moderately similar to XP_328828.1 Neurospora crassa NCU08122.1 gene	NA	NA
96530_at	Transcribed locus	NA	NA
96578_r_at	NA	NA	NA
96756_at	NA	NA	NA
97120_at	NA	NA	NA
97262_at	NA	NA	NA
97351_i_at	NA	NA	NA
97688_at	16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130082C12 product:unknown EST, full insert sequence	NA	NA
97951_s_at	NA	NA	NA
97988_at	NA	NA	NA
98086_r_at	Transcribed locus, strongly similar to XP_344538.1 similar to 40S ribosomal protein S28 [Rattus norvegicus]	NA	NA
98358_at	NA	NA	NA
98528_at	NA	NA	NA
98530_at	NA	NA	NA
98602_at	NA	NA	NA
98605_at	NA	NA	NA
98886_at	NA	NA	NA
98892_at	NA	NA	NA
98943_at	NA	NA	NA
98965_at	NA	NA	NA
99559_at	NA	NA	NA
99756_at	NA	NA	NA
99819_at	NA	NA	NA
95677_at	RIKEN cDNA 0610009C03 gene	0610009C03Rik	NM_025645
95635_g_at	RIKEN cDNA 0610010K14 gene	0610010K14Rik	NM_026757
95636_at	RIKEN cDNA 0610010K14 gene	0610010K14Rik	NM_026757
97242_at	RIKEN cDNA 0610010O12 gene	0610010O12Rik	XM_488847
94047_at	RIKEN cDNA 0610031J06 gene	0610031J06Rik	NM_020003
103760_at	RIKEN cDNA 0610039J04 gene	0610039J04Rik	NM_025615
99616_s_at	RIKEN cDNA 0610040D20 gene	0610040D20Rik	NM_023153
104537_at	RIKEN cDNA 0610042C05 gene	0610042C05Rik	NM_025343
160338_at	RIKEN cDNA 1100001D10 gene	1100001D10Rik	NA
95458_s_at	RIKEN cDNA 1110001C20 gene	1110001C20Rik	NM_177730
96731_at	RIKEN cDNA 1110001P04 gene	1110001P04Rik	NA
95411_at	RIKEN cDNA 1110004F10 gene	1110004F10Rik	NM_019772
160333_at	RIKEN cDNA 1110008F13 gene	1110008F13Rik	NM_026124
96709_at	RIKEN cDNA 1110008P14 gene	1110008P14Rik	NM_198001
95760_at	RIKEN cDNA 1110011K10 gene	1110011K10Rik	NM_170777
103881_at	RIKEN cDNA 1110013G13 gene	1110013G13Rik	NM_146141
93336_at	RIKEN cDNA 1110014C03 gene	1110014C03Rik	NM_026775
160382_at	RIKEN cDNA 1110014J01 gene	1110014J01Rik	NM_029101
97305_at	RIKEN cDNA 1110017C15 gene	1110017C15Rik	NM_025391
95409_at	RIKEN cDNA 1110019J04 gene	1110019J04Rik	XM_149430
95592_at	RIKEN cDNA 1110019N10 gene	1110019N10Rik	NM_026753
97919_at	RIKEN cDNA 1110021E09 gene	1110021E09Rik	NM_025845
97807_at	RIKEN cDNA 1110021H02 gene	1110021H02Rik	NM_025388
104573_at	RIKEN cDNA 1110025L05 gene	1110025L05Rik	NM_175103
95690_at	RIKEN cDNA 1110030L07 gene	1110030L07Rik	NM_178614
104314_r_at	RIKEN cDNA 1110032A03 gene	1110032A03Rik	NM_023483
96604_at	RIKEN cDNA 1110032N12 gene	1110032N12Rik	NM_026824
99078_at	RIKEN cDNA 1110033C18 gene	1110033C18Rik	NM_133964
98149_s_at	RIKEN cDNA 1110033J19 gene	1110033J19Rik	NM_025405
101440_at	RIKEN cDNA 1110033L15 gene	1110033L15Rik	NA
104077_at	RIKEN cDNA 1110049G11 gene	1110049G11Rik	NM_025410
94400_at	RIKEN cDNA 1110051M20 gene	1110051M20Rik	NM_175123
92941_at	RIKEN cDNA 1110054M08 gene	1110054M08Rik	NA
160387_at	RIKEN cDNA 1110055L24 gene	1110055L24Rik	NM_025422
96121_at	RIKEN cDNA 1110055N21 gene	1110055N21Rik	NM_176843
103260_at	RIKEN cDNA 1110060D06 gene	1110060D06Rik	NA
96621_at	RIKEN cDNA 1110061L23 gene	1110061L23Rik	NM_029406
103771_at	RIKEN cDNA 1110061N23 gene	1110061N23Rik	NM_176834
162360_f_at	RIKEN cDNA 1110061O04 gene	1110061O04Rik	NM_026849
161909_r_at	RIKEN cDNA 1110062M06 gene	1110062M06Rik	NA
96288_at	RIKEN cDNA 1190002C06 gene	1190002C06Rik	NM_028447
160359_at	RIKEN cDNA 1190002H23 gene	1190002H23Rik	NM_025427
92817_at	RIKEN cDNA 1190002L16 gene	1190002L16Rik	NM_133976
98458_at	RIKEN cDNA 1190007F08 gene	1190007F08Rik	XM_489067
98461_at	RIKEN cDNA 1200014P03 gene	1200014P03Rik	NM_029091
95737_at	RIKEN cDNA 1200015A19 gene	1200015A19Rik	NM_026388
95078_at	RIKEN cDNA 1200015F23 gene	1200015F23Rik	XM_203936
99849_at	RIKEN cDNA 1200016E24 gene	1200016E24Rik	XM_489305
93760_at	RIKEN cDNA 1200020A08 gene	1200020A08Rik	NM_019936
93975_at	RIKEN cDNA 1300002F13 gene	1300002F13Rik	NM_133753
97401_at	RIKEN cDNA 1300006C06 gene	1300006C06Rik	NM_028792
103409_at	RIKEN cDNA 1300006M19 gene	1300006M19Rik	NM_025833
104044_at	RIKEN cDNA 1300006N24 gene	1300006N24Rik	NM_027911
104398_at	RIKEN cDNA 1300010A20 gene	1300010A20Rik	NM_146173
103531_f_at	RIKEN cDNA 1300013B24 gene	1300013B24Rik	NM_026184
97098_at	RIKEN cDNA 1300017K07 gene	1300017K07Rik	NM_027919
160260_at	RIKEN cDNA 1500006O09 gene	1500006O09Rik	NM_025435
160787_at	RIKEN cDNA 1500010J02 gene	1500010J02Rik	XM_488515
160749_at	RIKEN cDNA 1500011H22 gene	1500011H22Rik	NM_026883
93533_at	RIKEN cDNA 1500011L16 gene	1500011L16Rik	NM_026899
98938_at	RIKEN cDNA 1500026D16 gene	1500026D16Rik	NM_026616
97874_at	RIKEN cDNA 1500032D16 gene	1500032D16Rik	NM_030087
97271_at	RIKEN cDNA 1500034E06 gene	1500034E06Rik	NM_030083
102071_at	RIKEN cDNA 1500034J01 gene	1500034J01Rik	XM_356085
